sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,2:1,2:2,2:3,2:4,1:1,1:2,1:3,1:4,1:5,1:6,1:7,1:8,1:9,1:10,1:11,1:12,1:13,1:14,5:1,5:2,5:3,5:4,5:5,5:6,3:1,3:2,3:3,3:4,3:5,4:1,4:2,4:3,7:1,7:2,8:1,8:2,8:3,8:4,6:1,6:2,6:3,6:4,6:5,target
69,0.0890410958904109,0.0154619177826076,0.3333333333333330,0.625,0.5289855072463770,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.319777397260274,0.1222585924713580,0.0947682423129876,0.1680350923745400,0.0102176932656384,0.0778070836473247,0.1417808219178080,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.25,0.3333333333333330,0.1666666666666670,0.204337899543379,0.4090909090909090,0.25,0.155148095909732,0.1099702690174390,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454550,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0626301902513539
70,0.2054794520547950,0.0668068896211643,0.6666666666666670,0.375,0.5869565217391310,0.05,0.0648032885674931,0.1068391211906450,0.0315802680247579,0.3000856164383560,0.2134206219312600,0.2225791647544750,0.4760290556900730,0.0102176932656384,0.3679351921627730,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.375,0.3333333333333330,0.4166666666666670,0.3333333333333330,0.4818181818181820,0.5,0.4703808180535970,0.1099702690174390,0.0383912248628884,0.2065217391304350,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545450,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.2639911123455080
71,0.2534246575342470,0.057729790366683,0.6666666666666670,0.625,0.7318840579710150,0.3833333333333330,0.696875,0.3330970942593910,0.0315802680247579,0.1468321917808220,0.3638297872340430,0.4334557136301060,0.1680350923745400,0.0102176932656384,0.3558779201205730,0.3333333333333330,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.375,0.3333333333333330,0.5,0.6666666666666670,0.6636363636363640,0.5,0.3638928067700990,0.3500583430571760,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.0909090909090909,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.2903763366199140
72,0.1643835616438360,0.0294421463460235,0.3333333333333330,0.625,0.7971014492753620,0.9333333333333330,0.0648032885674931,0.1001063075832740,0.0315802680247579,0.1198630136986300,0.1382978723404260,0.1172556218448830,0.1680350923745400,0.0102176932656384,0.0962697814619442,0.3333333333333330,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.25,0.3333333333333330,0.1666666666666670,0.204337899543379,0.7909090909090910,0.5,0.2538787023977430,0.1099702690174390,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454550,0.25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.1313706429662550
73,0.1815068493150690,0.0413237046904578,0.6666666666666670,0.5,0.9130434782608700,0.8,0.025,0.0786037785307224,0.0315802680247579,0.3561643835616440,0.1361702127659570,0.1264341441027990,0.4033898305084750,0.0102176932656384,0.2607385079125850,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.5,0.375,0.3333333333333330,0.4166666666666670,0.3333333333333330,0.8909090909090910,0.5,0.3011283497884340,0.1099702690174390,0.1718464351005480,0.0397719376613063,0.0067117894509761,0.60625,0.0037383524520176,0.0028057445868316,1.0,0.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.20844327176781
74,0.2191780821917810,0.0415994765009698,0.4444444444444440,0.75,0.5942028985507250,0.8833333333333330,0.065,0.0566973777462792,0.2455902306648580,0.172945205479452,0.1777414075286420,0.1725562184488300,0.1680350923745400,0.0102176932656384,0.1416729464958550,0.3333333333333330,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.375,0.3333333333333330,0.3333333333333330,0.204337899543379,0.8090909090909090,0.5,0.3455571227080400,0.1099702690174390,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363640,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.1527565615886680
75,0.1335616438356160,0.0209867021898151,0.2222222222222220,0.625,0.3115942028985510,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3595890410958900,0.1374795417348610,0.1161083065626430,0.3704600484261500,0.0102176932656384,0.2394498869630750,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.375,0.6666666666666670,0.5,0.204337899543379,0.1363636363636360,0.25,0.2672778561354020,0.1099702690174390,0.0853021462021988,0.3659420289855070,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363640,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.1006804610470770
76,0.0,0.0013835331510434,0.3333333333333330,0.5,0.7318840579710150,0.3833333333333330,0.0648032885674931,0.0818568391211906,0.0315802680247579,0.2428255183899420,0.0756137479541734,0.044056906837999,0.223728813559322,0.0102176932656384,0.1232102486812360,0.3333333333333330,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.25,0.3333333333333330,0.25,0.204337899543379,0.6636363636363640,0.25,0.2094499294781380,0.1400233372228700,0.1846435100548450,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.9090909090909090,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0779058464102208
77,0.1679793094795430,0.0335366566173549,0.3333333333333330,0.75,0.6086956521739130,0.1,0.0648032885674931,0.0403968816442239,0.0315802680247579,0.3099315068493150,0.155810147299509,0.1418081688848100,0.1680350923745400,0.0102176932656384,0.1164280331574980,0.1417808219178080,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.25,0.3333333333333330,0.1666666666666670,0.204337899543379,0.509090909090909,0.25,0.1995768688293370,0.1099702690174390,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272730,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.1400499930565200
78,0.0993150684931506,0.0342845123746757,0.4444444444444440,0.5,0.5507246376811590,0.85,0.0648032885674931,0.0595322466335931,0.0278154681139755,0.1262842465753420,0.1099836333878890,0.1693437356585590,0.1031476997578690,0.0102176932656384,0.1791635267520720,0.3333333333333330,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.25,0.3333333333333330,0.3333333333333330,0.204337899543379,0.4363636363636360,0.25,0.1692524682651620,0.1099702690174390,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.0,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.1278989029301490
79,0.1746575342465750,0.0443011054242912,0.3333333333333330,0.5,0.6956521739130440,0.3,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.7568493150684930,0.2893617021276600,0.3290500229463060,0.1680350923745400,0.0102176932656384,0.2701582516955540,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.5,0.6666666666666670,0.5,0.204337899543379,0.7136923989715860,0.4417808219178080,0.3335543984388590,0.1099702690174390,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272730,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.1410915150673520
80,0.1335616438356160,0.042721260136951,0.4444444444444440,0.625,0.2753623188405800,0.5166666666666670,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.1883561643835620,0.072013093289689,0.0798531436438733,0.2653753026634380,0.0102176932656384,0.1688018085908060,0.1417808219178080,0.0287671232876712,0.3333333333333330,0.5,0.25,0.3333333333333330,0.25,0.204337899543379,0.6,0.5,0.310296191819464,0.0863477246207701,0.0853021462021988,0.2318840579710150,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363640,0.75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.1042910706846270
81,0.2705479452054800,0.0546869522540839,0.5555555555555560,0.625,0.6956521739130440,0.3,0.36,0.0793763288447909,0.0315802680247579,0.1917808219178080,0.1466448445171850,0.1945846718678290,0.4648910411622280,0.0102176932656384,0.3406179351921630,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.5,0.5,0.3333333333333330,0.5,0.3333333333333330,0.6181818181818180,0.25,0.3589562764456980,0.1099702690174390,0.1316270566727610,0.0397719376613063,0.0067117894509761,0.525,0.0037383524520176,0.0028057445868316,0.4545454545454550,0.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.2202471878905710
82,0.0376712328767123,0.0149571151464161,0.5555555555555560,0.5,0.9130434782608700,0.8,0.276875,0.2127923458540040,0.0315802680247579,0.0154109589041095,0.2024549918166940,0.2301514456172560,0.1680350923745400,0.0102176932656384,0.1889600602863600,0.3333333333333330,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.25,0.3333333333333330,0.25,0.204337899543379,0.8909090909090910,0.5,0.2856135401974610,0.1099702690174390,0.3638025594149910,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.1818181818181820,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.1646993473128730
83,0.1952054794520550,0.0416275210918694,0.7777777777777780,0.5,0.9782608695652170,0.95,0.2925,0.005846917080085,0.0315802680247579,0.6549657534246580,0.255810147299509,0.2820100963744840,0.1680350923745400,0.0102176932656384,0.2315373021853810,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.375,0.3333333333333330,0.3333333333333330,0.3333333333333330,0.9727272727272730,0.75,0.5345557122708040,0.1680280046674450,0.1809872029250460,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.8181818181818180,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.2917650326343560
84,0.2020547945205480,0.0354857556848722,0.4444444444444440,0.5,0.6376811594202900,0.1666666666666670,0.04125,0.0786037785307224,0.0315802680247579,0.4559075342465750,0.17430441898527,0.1677374942634240,0.1680350923745400,0.0102176932656384,0.1377166541070080,0.1417808219178080,0.0287671232876712,0.3333333333333330,0.5,0.375,0.3333333333333330,0.3333333333333330,0.204337899543379,0.6727272727272730,0.5,0.3251057827926660,0.0863477246207701,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545450,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.1272045549229270
85,0.1679793094795430,0.0337937320339339,0.6666666666666670,0.5,0.8913043478260870,0.7666666666666670,0.01375,0.0786037785307224,0.0315802680247579,0.1643835616438360,0.0628477905073649,0.1078476365305190,0.324455205811138,0.0102176932656384,0.2147701582516960,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.5,0.375,0.3333333333333330,0.4166666666666670,0.3333333333333330,0.8636363636363640,0.5,0.2820874471086040,0.1400233372228700,0.1316270566727610,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0451612903225806,0.3636363636363640,0.75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.1855297875295100
86,0.3424657534246580,0.0689850195143611,0.7777777777777780,0.5,0.8623188405797100,0.7,0.1775,0.0786037785307224,0.0315802680247579,0.5513698630136990,0.2108019639934530,0.2218907755851310,0.5404358353510900,0.0102176932656384,0.3924265259984930,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.5,0.5,0.3333333333333330,0.5833333333333330,0.3333333333333330,0.8272727272727270,0.5,0.3258110014104370,0.1481913652275380,0.149908592321755,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272730,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.3125954728509930
87,0.3458904109589040,0.0495968590058192,0.5555555555555560,0.5,0.9637681159420290,0.9166666666666670,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2928082191780820,0.1119476268412440,0.0803120697567691,0.4242130750605330,0.0102176932656384,0.2309721175584020,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.5,0.375,0.3333333333333330,0.3333333333333330,0.3333333333333330,0.9545454545454550,0.5,0.2820874471086040,0.116686114352392,0.0694698354661791,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.1818181818181820,0.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.1931676156089430
88,0.0650684931506849,0.0123910350791091,0.5555555555555560,0.5,0.9927536231884060,0.9833333333333330,0.0475,0.0786037785307224,0.0315802680247579,0.261986301369863,0.1001636661211130,0.0637907296925195,0.2963680387409200,0.0102176932656384,0.16767143933685,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.5,0.25,0.3333333333333330,0.1666666666666670,0.204337899543379,0.990909090909091,0.5,0.3723554301833570,0.1099702690174390,0.4277879341864720,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454550,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0.17997500347174
89,0.2876712328767120,0.0335132861249386,0.2222222222222220,0.125,0.3115942028985510,0.5333333333333330,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.4336472602739730,0.1657937806873980,0.1558054153281320,0.1680350923745400,0.8968531468531470,0.2245666917859830,0.1417808219178080,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.25,0.3333333333333330,0.3333333333333330,0.204337899543379,0.7136923989715860,0.4417808219178080,0.3335543984388590,0.1099702690174390,0.0853021462021988,0.2826086956521740,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.8181818181818180,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0695736703235661
90,0.1335616438356160,0.0316436467316366,0.3333333333333330,0.5,0.8840579710144930,0.75,0.0648032885674931,0.1041814316087880,0.0315802680247579,0.1720890410958900,0.1620294599018000,0.1505277650298300,0.1680350923745400,0.0102176932656384,0.1235870384325550,0.3333333333333330,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.375,0.3333333333333330,0.25,0.204337899543379,0.7136923989715860,0.4417808219178080,0.3335543984388590,0.1099702690174390,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.6363636363636360,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.1231773364810440
91,0.1335616438356160,0.0275771810512047,0.3333333333333330,0.5,0.5652173913043480,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2428255183899420,0.1730653767683790,0.1620009178522260,0.1680350923745400,0.0102176932656384,0.1330067822155240,0.1417808219178080,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.25,0.3333333333333330,0.1666666666666670,0.204337899543379,0.4545454545454550,0.5,0.2961918194640340,0.1099702690174390,0.053016453382084,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545450,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.1041522010831830
92,0.2191780821917810,0.0336535090794363,0.4444444444444440,0.25,0.644927536231884,0.1833333333333330,0.126875,0.1063075832742740,0.0315802680247579,0.2718321917808220,0.202127659574468,0.2067462138595690,0.1680350923745400,0.0102176932656384,0.1697437829691030,0.1417808219178080,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.25,0.3333333333333330,0.3333333333333330,0.204337899543379,0.5545454545454550,0.5,0.3385049365303240,0.1099702690174390,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0884599361199833
93,0.2020547945205480,0.0563696277080558,0.4444444444444440,0.75,0.3550724637681160,0.9333333333333330,0.0648032885674931,0.1263288447909280,0.0315802680247579,0.0697773972602739,0.1433715220949260,0.1445617255621850,0.1680350923745400,0.0102176932656384,0.1186887716654110,0.3333333333333330,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.25,0.3333333333333330,0.25,0.204337899543379,0.1909090909090910,0.5,0.304654442877292,0.1099702690174390,0.0853021462021988,0.0797101449275362,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.6363636363636360,0.75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.1785863074572980
94,0.1335616438356160,0.0275771810512047,0.5555555555555560,0.625,0.2753623188405800,0.8,0.0648032885674931,0.1853295535081500,0.0315802680247579,0.071917808219178,0.1986906710310970,0.2124827902707660,0.499273607748184,0.0102176932656384,0.3686887716654110,0.1417808219178080,0.5,0.6666666666666670,0.1914383561643840,0.5,0.6666666666666670,0.5833333333333330,0.3333333333333330,0.0,0.5,0.3568406205923840,0.1099702690174390,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.20625,0.0037383524520176,0.0028057445868316,0.9090909090909090,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.1374809054298010
95,0.1643835616438360,0.0375657295099207,0.5555555555555560,0.5,0.9057971014492750,0.7833333333333330,0.0648032885674931,0.1148121899362150,0.0315802680247579,0.0753424657534246,0.134860883797054,0.1310234052317580,0.426634382566586,0.0102176932656384,0.2735493594574230,0.3333333333333330,0.0287671232876712,0.6666666666666670,0.5,0.375,0.3333333333333330,0.4166666666666670,0.204337899543379,0.8818181818181820,0.5,0.4823695345557120,0.1099702690174390,0.2961608775137110,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363640,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.2358700180530480
96,0.1679793094795430,0.0395662436607539,0.5555555555555560,0.875,0.8768115942028990,0.7166666666666670,0.0425,0.054925584691708,0.0315802680247579,0.1583904109589040,0.1112929623567920,0.0793942175309775,0.3825665859564160,0.0102176932656384,0.214016578749058,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.5,0.375,0.3333333333333330,0.3333333333333330,0.3333333333333330,0.8454545454545460,0.5,0.2961918194640340,0.2707117852975500,0.1151736745886650,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0309677419354838,0.2727272727272730,0.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.20844327176781
97,0.1952054794520550,0.0418986188038982,0.6666666666666670,0.5,0.9202898550724640,0.8166666666666670,0.114375,0.2058823529411760,0.0315802680247579,0.1823630136986300,0.2599018003273320,0.2877466727856820,0.1680350923745400,0.0102176932656384,0.2362471740768650,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.375,0.3333333333333330,0.3333333333333330,0.204337899543379,0.9,0.5,0.3328631875881520,0.1843640606767790,0.053016453382084,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.6363636363636360,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.2487154561866410
98,0.1780821917808220,0.0449695015073967,0.3333333333333330,0.5,0.6739130434782610,0.25,0.03,0.0921332388377037,0.0315802680247579,0.1883561643835620,0.1571194762684120,0.1436438733363930,0.1680350923745400,0.0102176932656384,0.1179351921627730,0.3333333333333330,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.375,0.3333333333333330,0.3333333333333330,0.204337899543379,0.5909090909090910,0.25,0.304654442877292,0.1400233372228700,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363640,0.25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0831134564643799
99,0.2191780821917810,0.0435859683563532,0.4444444444444440,0.5,0.3478260869565220,0.0,0.0648032885674931,0.0191353649893692,0.0315802680247579,0.1498287671232880,0.0749590834697217,0.1149609912804040,0.1680350923745400,0.0102176932656384,0.0943858327053504,0.1417808219178080,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.25,0.3333333333333330,0.25,0.204337899543379,0.1818181818181820,0.25,0.2581100141043720,0.1099702690174390,0.0853021462021988,0.1394927536231880,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0258064516129032,0.3636363636363640,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0667962782946813
100,0.1917808219178080,0.0374862698357054,0.3333333333333330,0.5,0.6304347826086960,0.15,0.0648032885674931,0.1008150248051030,0.0315802680247579,0.1630993150684930,0.1554828150572830,0.2044515832950900,0.1680350923745400,0.0102176932656384,0.1678598342125090,0.3333333333333330,0.0287671232876712,0.3333333333333330,0.5,0.375,0.3333333333333330,0.3333333333333330,0.204337899543379,0.7136923989715860,0.4417808219178080,0.3335543984388590,0.41073512252042,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0258064516129032,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.1306068601583110
101,0.1679793094795430,0.0434831381897216,0.5555555555555560,0.75,0.7608695652173910,0.85,0.0175,0.2126151665485470,0.0315802680247579,0.175513698630137,0.2635024549918170,0.2927948600275360,0.1680350923745400,0.0102176932656384,0.2403918613413720,0.3333333333333330,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.375,0.3333333333333330,0.3333333333333330,0.6666666666666670,0.7,0.5,0.3385049365303240,0.1960326721120190,0.1243144424131630,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.0909090909090909,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.2362171920566590
102,0.1917808219178080,0.0369534226086143,0.5555555555555560,0.5,0.8188405797101450,0.5833333333333330,0.21,0.0786037785307224,0.0315802680247579,0.317208904109589,0.1212765957446810,0.1475447452960070,0.3656174334140440,0.0102176932656384,0.2633760361718160,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.5,0.375,0.3333333333333330,0.4166666666666670,0.3333333333333330,0.7727272727272730,0.5,0.3356840620592380,0.2240373395565930,0.0840950639853747,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454550,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.1987223996667130
103,0.1472602739726030,0.0267264951272523,0.4444444444444440,0.5,0.7753623188405800,0.4833333333333330,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2428255183899420,0.1730653767683790,0.2755851307939420,0.1680350923745400,0.0102176932656384,0.2262622456669180,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.5,0.6666666666666670,0.5,0.204337899543379,0.7181818181818180,0.5,0.2891396332863190,0.1099702690174390,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454550,0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.1167393417580890
104,0.25,0.0425436443945873,0.6666666666666670,0.5,0.9927536231884060,0.9833333333333330,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.5248287671232880,0.2006546644844520,0.2046810463515370,0.1680350923745400,0.0102176932656384,0.1680482290881690,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.375,0.3333333333333330,0.3333333333333330,0.204337899543379,0.990909090909091,0.75,0.5218617771509170,0.1099702690174390,0.0658135283363802,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363640,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.2277461463685600
