sample,0,1,2,3,4,5,6,7,8,9,0:0,0:1,0:2,0:3,1:0,1:1,1:2,1:3,2:0,2:1,3:0,3:1,3:2,target
372,0.2020547945205479,0.0739442380050947,0.3333333333333333,0.375,0.6304347826086957,0.15,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1382196917094847
373,0.0993150684931506,0.0274603285891233,0.5555555555555556,0.5,0.8115942028985508,0.5666666666666667,0.0648032885674931,0.1103827072997873,0.0820895522388059,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1251215109012637
375,0.1506849315068493,0.0322512795344597,0.6666666666666666,0.5,0.9492753623188406,0.9,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3625856164383562,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2563532842660742
379,0.2294520547945205,0.0471803500899764,0.8888888888888888,0.125,1.0,1.0,0.21875,0.2560240963855422,0.0315802680247579,0.1759417808219178,0,0,0,1,1,0,0,0,1,0,0,1,0,0.4992806554645188
380,0.1335616438356164,0.0318913739512491,0.5555555555555556,0.5,0.927536231884058,0.8333333333333334,0.01,0.0786037785307224,0.0315802680247579,0.4203767123287671,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2001110956811554
381,0.0993150684931506,0.0172941643880436,0.4444444444444444,0.625,0.3768115942028985,0.0,0.0648032885674931,0.0386250885896527,0.0315802680247579,0.3458904109589041,0,1,0,0,1,0,0,0,0,1,0,1,0,0.1278989029301485
382,0.1335616438356164,0.0275771810512047,0.6666666666666666,0.5,0.9710144927536232,0.9333333333333332,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.5535102739726028,0,1,0,0,0,0,0,1,0,1,0,1,0,0.2122621858075267
383,0.1986301369863013,0.0371357124494613,0.6666666666666666,0.5,0.9710144927536232,0.9333333333333332,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.4019691780821918,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2480211081794195
384,0.1335616438356164,0.0359905583210638,0.5555555555555556,0.25,0.4057971014492754,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3356164383561644,0,1,0,0,0,0,1,0,1,0,0,1,0,0.0570754061935842
386,0.0753424657534246,0.0087966533454859,0.7777777777777778,0.5,0.9565217391304348,0.9166666666666666,0.01,0.0042523033309709,0.0315802680247579,0.5273972602739726,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2181641438689071
389,0.2465753424657534,0.0377760639416672,0.6666666666666666,0.5,0.9202898550724636,0.8333333333333334,0.078125,0.0786037785307224,0.0315802680247579,0.6284246575342466,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2167754478544646
390,0.2568493150684932,0.0522283764518918,1.0,0.5,0.9782608695652174,0.9666666666666668,0.17,0.2267895109851169,0.0315802680247579,0.1720890410958904,0,0,0,1,1,0,0,0,1,0,0,1,0,0.5431190112484378
392,0.1712328767123287,0.0509897403538292,0.5555555555555556,0.5,0.9347826086956522,0.8666666666666667,0.0648032885674931,0.1222537207654146,0.0315802680247579,0.0488013698630137,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2501041522010832
393,0.1679793094795433,0.0329009792236322,0.4444444444444444,0.75,0.6304347826086957,0.15,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0994306346340786
395,0.1335616438356164,0.041290986001075,0.4444444444444444,0.625,0.4927536231884058,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3146404109589041,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1029023746701846
396,0.160958904109589,0.0386594685550024,0.4444444444444444,0.625,0.6086956521739131,0.1,0.0648032885674931,0.1309355067328136,0.0315802680247579,0.1733732876712329,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1306762949590334
398,0.1643835616438356,0.0294000794596742,0.4444444444444444,0.5,0.6521739130434783,0.2,0.18,0.0956768249468462,0.0315802680247579,0.1386986301369863,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1869184835439522
399,0.1335616438356164,0.0358363130711164,0.4444444444444444,0.125,0.3478260869565217,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.4113869863013699,0,1,0,0,0,1,0,0,1,0,0,1,0,0.0445771420636022
401,0.0582191780821917,0.0638622075767136,0.7777777777777778,0.5,0.8985507246376812,0.7666666666666667,0.0648032885674931,0.1392629340892983,0.0315802680247579,0.2029109589041096,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2924593806415775
402,0.1506849315068493,0.0349014933744654,0.6666666666666666,0.5,0.9637681159420288,0.9166666666666666,0.0648032885674931,0.0042523033309709,0.0315802680247579,0.550513698630137,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1806554645188168
403,0.1335616438356164,0.0415994765009698,0.4444444444444444,0.875,0.4927536231884058,0.7833333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2876712328767123,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1015136786557422
404,0.2465753424657534,0.0504335226343219,0.7777777777777778,0.5,0.9130434782608696,0.8,0.40625,0.0786037785307224,0.0315802680247579,0.4884417808219178,0,0,1,0,1,0,0,0,1,0,0,1,0,0.309818080822108
405,0.1679793094795433,0.0423660286522237,0.5555555555555556,0.5,0.8913043478260869,0.7666666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3450342465753425,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1848354395222885
407,0.1027397260273972,0.0429082240762812,0.5555555555555556,0.5,0.463768115942029,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.4554794520547945,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1112345507568393
408,0.1438356164383561,0.0667274299469489,0.5555555555555556,0.75,0.3115942028985507,0.4333333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3595890410958904,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1973337036522705
409,0.3013698630136986,0.0600808619037603,0.6666666666666666,0.5,0.9710144927536232,0.9333333333333332,0.21875,0.0786037785307224,0.0315802680247579,0.4550513698630137,0,0,1,0,1,0,0,0,1,0,0,1,0,0.3403693931398417
410,0.2191780821917808,0.0444039355909229,0.7777777777777778,0.5,0.9782608695652174,0.9666666666666668,0.0625,0.1397944720056697,0.0315802680247579,0.1048801369863013,0,0,0,1,0,0,0,1,1,0,0,1,0,0.4233439800027774
412,0.2705479452054795,0.1558811844165556,0.4444444444444444,0.5,0.6014492753623188,0.0833333333333333,0.0648032885674931,0.1871013465627214,0.0315802680247579,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,1,0,0,0.1528954311901124
413,0.1679793094795433,0.0145037275935403,0.6666666666666666,0.5,0.9927536231884058,0.9833333333333332,0.27,0.1024096385542168,0.0315802680247579,0.3818493150684932,0,0,0,1,0,0,0,1,1,0,0,1,0,0.2598250243021802
415,0.1301369863013698,0.046404449741756,0.6666666666666666,0.5,0.8768115942028986,0.7166666666666667,0.0648032885674931,0.0088589652728561,0.3602442333785617,0.2136130136986301,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2681572003888349
416,0.1780821917808219,0.035518474374255,0.6666666666666666,0.5,0.9782608695652174,0.95,0.0648032885674931,0.0042523033309709,0.0315802680247579,0.5633561643835616,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2030745729759755
417,0.1815068493150685,0.0305873004744209,0.5555555555555556,0.75,0.7681159420289855,0.4666666666666667,0.126875,0.0370304748405386,0.0315802680247579,0.1982020547945205,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1591445632551034
419,0.1335616438356164,0.0320643155951295,0.4444444444444444,0.625,0.4927536231884058,0.0,0.0648032885674931,0.0552799433026222,0.0315802680247579,0.1900684931506849,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1265102069157061
420,0.1506849315068493,0.0334198041552735,0.4444444444444444,0.625,0.6956521739130435,0.3,0.0648032885674931,0.13731396172927,0.0315802680247579,0.1202910958904109,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1487293431467851
421,0.1952054794520548,0.026922807263549,0.6666666666666666,0.5,0.9057971014492754,0.8,0.125,0.2319277108433735,0.0315802680247579,0.0149828767123287,0,0,1,0,0,1,0,0,1,0,0,1,0,0.2380224968754339
424,0.2020547945205479,0.0369253780177148,0.7777777777777778,0.5,0.9130434782608696,0.8,0.295625,0.1746987951807229,0.0315802680247579,0.2071917808219178,0,0,1,0,1,0,0,0,1,0,0,1,0,0.388973753645327
425,0.1746575342465753,0.0359905583210638,0.5555555555555556,0.5,0.6086956521739131,0.1,0.04625,0.1091424521615875,0.0315802680247579,0.2482876712328767,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1445632551034578
428,0.1917808219178082,0.034088200238379,0.3333333333333333,0.625,0.6159420289855072,0.1166666666666666,0.0648032885674931,0.0510276399716513,0.0315802680247579,0.2649828767123288,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1029134842383002
429,0.1472602739726027,0.025529925915539,0.6666666666666666,0.5,0.9782608695652174,0.95,0.0675,0.1176470588235294,0.0315802680247579,0.2328767123287671,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2228857103180113
431,0.0,0.0017761574236369,0.5555555555555556,0.5,0.717391304347826,0.35,0.145,0.0685683912119064,0.0315802680247579,0.0410958904109589,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0701291487293431
432,0.1335616438356164,0.0200331860992311,0.5555555555555556,0.75,0.3478260869565217,0.8,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3857020547945205,0,1,0,0,0,1,0,0,1,0,1,0,0,0.0624913206499097
433,0.0102739726027397,0.0028979410596181,0.4444444444444444,0.5,0.717391304347826,0.35,0.235,0.0834514528703047,0.0315802680247579,0.1258561643835616,0,0,1,0,0,1,0,0,1,0,0,1,0,0.1216497708651576
434,0.2705479452054795,0.0445862254317698,0.5555555555555556,0.5,0.9057971014492754,0.8,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3964041095890411,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2028884877100402
437,0.0650684931506849,0.0144897052980906,0.5555555555555556,0.875,0.3478260869565217,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2773972602739726,0,1,0,0,0,1,0,0,1,0,0,1,0,0.1126232467712817
438,0.0993150684931506,0.0219682628712987,0.5555555555555556,0.75,0.391304347826087,0.9,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3784246575342466,0,1,0,0,0,1,0,0,1,0,0,1,0,0.116789334814609
439,0.0650684931506849,0.0139288134801,0.4444444444444444,0.625,0.2971014492753623,0.8666666666666667,0.0648032885674931,0.0646704464918497,0.0315802680247579,0.0321061643835616,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0770031940008332
442,0.2431506849315068,0.0505176564070204,0.3333333333333333,0.375,0.6014492753623188,0.0833333333333333,0.16875,0.0235648476257973,0.0315802680247579,0.5595034246575342,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1154006388001666
443,0.1061643835616438,0.0230900465072799,0.4444444444444444,0.75,0.4202898550724637,0.7,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.461472602739726,0,1,0,0,0,1,0,0,1,0,0,1,0,0.1777530898486321
444,0.1095890410958904,0.0122554862230947,0.6666666666666666,0.5,0.9710144927536232,0.95,0.045,0.0786037785307224,0.0315802680247579,0.538527397260274,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1910845715872795
445,0.1678082191780822,0.03482203370025,0.6666666666666666,0.5,0.8840579710144928,0.75,0.0648032885674931,0.1137491141034727,0.0315802680247579,0.1168664383561643,0,1,0,0,1,0,0,0,1,0,0,1,0,0.243160672128871
446,0.1780821917808219,0.0399869125242468,0.5555555555555556,0.5,0.6086956521739131,0.1,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.6147260273972602,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1285932509373698
448,0.1679793094795433,0.0463390123629904,0.6666666666666666,0.5,0.9130434782608696,0.8166666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3981164383561644,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2291348423830023
449,0.0993150684931506,0.0341209189277618,0.5555555555555556,0.625,0.4710144927536231,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3339041095890411,0,1,0,0,0,1,0,0,1,0,1,0,0,0.1174836828218303
450,0.0993150684931506,0.0219682628712987,0.2222222222222222,0.75,0.5507246376811594,0.8666666666666667,0.0648032885674931,0.0586463501063075,0.0315802680247579,0.1361301369863013,0,1,0,0,0,1,0,0,1,0,0,1,0,0.1181780308290515
451,0.1678082191780822,0.0204912477505901,0.5555555555555556,0.875,0.4202898550724637,0.9166666666666666,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3480308219178082,0,1,0,0,0,1,0,0,1,0,0,1,0,0.1042910706846271
454,0.184931506849315,0.0359905583210638,0.7777777777777778,0.5,0.9855072463768116,0.9666666666666668,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3287671232876712,0,1,0,0,0,0,0,1,1,0,0,1,0,0.243160672128871
455,0.1438356164383561,0.0373787655705905,0.4444444444444444,0.5,0.7536231884057971,0.4333333333333333,0.0648032885674931,0.2845499645641389,0.0315802680247579,0.0522260273972602,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2126093598111373
456,0.2020547945205479,0.0387950174110168,0.6666666666666666,0.625,0.7318840579710145,0.3833333333333333,0.2,0.1622962437987243,0.0315802680247579,0.1395547945205479,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1952506596306068
461,0.184931506849315,0.0313351562317418,0.7777777777777778,0.5,0.9927536231884058,0.9833333333333332,0.06875,0.0963855421686747,0.0315802680247579,0.1232876712328767,0,0,0,1,0,0,0,1,1,0,0,1,0,0.3173656436606027
462,0.1335616438356164,0.0275771810512047,0.6666666666666666,1.0,0.463768115942029,0.95,0.0648032885674931,0.0620127569099929,0.1424694708276797,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1667823913345368
466,0.1679793094795433,0.0082825025123279,0.6666666666666666,0.5,0.9565217391304348,0.9,0.01125,0.0786037785307224,0.0315802680247579,0.5886130136986302,0,0,1,0,0,1,0,0,1,0,0,1,0,0.1997500347174003
468,0.1986301369863013,0.0382341255930262,0.4444444444444444,0.75,0.5072463768115942,0.75,0.14,0.0683912119064493,0.0315802680247579,0.1464041095890411,0,0,0,1,1,0,0,0,1,0,0,1,0,0.1549784752117761
469,0.2636986301369863,0.047339269438407,0.7777777777777778,0.5,0.9710144927536232,0.9333333333333332,0.155,0.0786037785307224,0.0315802680247579,0.6960616438356164,0,0,0,1,1,0,0,0,1,0,0,1,0,0.2987085127065685
470,0.1883561643835616,0.037350720979691,0.5555555555555556,0.5,0.8768115942028986,0.7166666666666667,0.075,0.0754783841247342,0.0315802680247579,0.1738013698630137,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2112206637966949
471,0.1679793094795433,0.0258010236275678,0.7777777777777778,0.5,0.8188405797101449,0.5833333333333334,0.0648032885674931,0.0652019844082211,0.7598371777476255,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2459380641577558
472,0.2431506849315068,0.0497884970436327,0.6666666666666666,0.625,0.7608695652173914,0.45,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3458904109589041,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2153867518400222
473,0.047945205479452,0.0111009838977307,0.5555555555555556,0.5,0.9637681159420288,0.9166666666666666,0.05,0.0813253012048192,0.0315802680247579,0.0376712328767123,0,0,1,0,0,1,0,0,1,0,0,1,0,0.1570615192334398
474,0.3047945205479452,0.0639276449554792,0.7777777777777778,0.5,0.9710144927536232,0.95,0.19,0.2391920623671155,0.0315802680247579,0.2679794520547945,0,0,1,0,1,0,0,0,1,0,0,1,0,0.5625607554506319
476,0.2020547945205479,0.0335600271097712,0.4444444444444444,0.625,0.6594202898550725,0.2166666666666666,0.0648032885674931,0.1116229624379872,0.0315802680247579,0.1455479452054794,0,1,0,0,1,0,0,0,1,0,0,1,0,0.135536731009582
478,0.2876712328767123,0.0579261025029797,0.8888888888888888,0.5,0.9710144927536232,0.9333333333333332,0.4825,0.0786037785307224,0.0315802680247579,0.9216609589041096,0,0,1,0,1,0,0,0,1,0,0,1,0,0.4792389945840855
479,0.1986301369863013,0.0436420575381523,0.7777777777777778,0.5,0.9782608695652174,0.9666666666666668,0.21,0.2282069454287739,0.0315802680247579,0.1785102739726027,0,0,0,1,1,0,0,0,1,0,0,1,0,0.3639772253853631
481,0.2636986301369863,0.0688634929537965,0.8888888888888888,0.5,0.9565217391304348,0.9166666666666666,0.23625,0.2234231041814316,0.0315802680247579,0.2448630136986301,0,0,1,0,1,0,0,0,1,0,0,1,0,0.4042494098041939
482,0.1746575342465753,0.0492930426044076,0.8888888888888888,0.5,0.9492753623188406,0.9,0.35125,0.2776399716513111,0.0315802680247579,0.0963184931506849,0,0,1,0,1,0,0,0,1,0,0,0,1,0.4709068184974309
483,0.0993150684931506,0.005608918179906,0.6666666666666666,0.875,0.3115942028985507,0.9166666666666666,0.0648032885674931,0.0529766123316796,0.0315802680247579,0.2615582191780822,0,1,0,0,0,1,0,0,0,1,0,1,0,0.1667823913345368
484,0.0376712328767123,0.0149571151464161,0.5555555555555556,0.5,0.9130434782608696,0.8,0.0725,0.158929836995039,0.0315802680247579,0.1365582191780822,0,0,1,0,0,1,0,0,1,0,0,1,0,0.1792806554645188
485,0.1679793094795433,0.030185328004861,0.4444444444444444,0.75,0.6521739130434783,0.85,0.0648032885674931,0.1041814316087881,0.0315802680247579,0.1759417808219178,0,1,0,0,1,0,0,0,1,0,0,1,0,0.135536731009582
486,0.2020547945205479,0.0387950174110168,0.4444444444444444,0.75,0.5652173913043478,0.95,0.0648032885674931,0.1075478384124734,0.0315802680247579,0.2166095890410959,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1556728232189973
487,0.1986301369863013,0.0420154712659795,0.4444444444444444,0.75,0.6739130434782609,0.25,0.105,0.1481218993621545,0.0315802680247579,0.1014554794520548,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1681710873489793
488,0.1678082191780822,0.0511486597022599,0.4444444444444444,0.625,0.717391304347826,0.35,0.0648032885674931,0.1768249468462083,0.0315802680247579,0.2080479452054794,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1945563116233856
492,0.1986301369863013,0.0382808665778587,0.5555555555555556,0.75,0.5,0.0,0.0648032885674931,0.0714032600992204,0.1119402985074626,0.1018835616438356,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1362310790168032
493,0.2876712328767123,0.0667367781439154,0.5555555555555556,0.5,0.9710144927536232,0.9333333333333332,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3116438356164384,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1914803499513956
494,0.1678082191780822,0.0309939470424641,0.4444444444444444,0.625,0.6376811594202898,0.1666666666666666,0.0648032885674931,0.0662650602409638,0.3609226594301221,0.1553938356164383,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1667823913345368
495,0.0993150684931506,0.0209586575989156,0.4444444444444444,0.875,0.4782608695652174,0.7666666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.0813356164383561,0,1,0,0,0,1,0,0,1,0,0,1,0,0.0783224552145535
497,0.1679793094795433,0.0532473299212414,0.7777777777777778,0.5,0.8695652173913043,0.7166666666666667,0.0648032885674931,0.2181077250177179,0.0315802680247579,0.8428938356164384,0,1,0,0,1,0,0,0,1,0,0,1,0,0.5486737953062075
498,0.1335616438356164,0.0365514501390544,0.6666666666666666,0.625,0.3840579710144927,0.0,0.0648032885674931,0.0582919914953933,0.0315802680247579,0.2983732876712329,0,1,0,0,1,0,0,0,0,1,0,1,0,0.2070545757533675
499,0.1506849315068493,0.0303816401411577,0.4444444444444444,0.75,0.6884057971014492,0.9,0.055625,0.0797306874557051,0.0315802680247579,0.1772260273972602,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1320649909734759
500,0.1678082191780822,0.0291430040430951,0.4444444444444444,0.75,0.6231884057971014,0.5833333333333334,0.0648032885674931,0.0196669029057406,0.189280868385346,0.223458904109589,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1181780308290515
501,0.0,0.0027577181051204,0.5555555555555556,0.5,0.7318840579710145,0.3833333333333333,0.178125,0.0630758327427356,0.0315802680247579,0.1352739726027397,0,0,1,0,0,1,0,0,1,0,0,1,0,0.1084571587279544
502,0.184931506849315,0.0397438594031176,0.6666666666666666,0.5,0.9637681159420288,0.9166666666666666,0.0648032885674931,0.070871722182849,0.0315802680247579,0.199486301369863,0,1,0,0,0,0,0,1,1,0,0,1,0,0.2663518955700597
503,0.1678082191780822,0.0367851550632171,0.4444444444444444,0.75,0.6739130434782609,0.25,0.0648032885674931,0.1236711552090715,0.0651289009497964,0.1797945205479452,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1459519511179003
505,0.0102739726027397,0.004711491271121,0.5555555555555556,0.5,0.7391304347826086,0.4,0.0648032885674931,0.0455350815024805,0.3358208955223881,0.0440924657534246,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1556728232189973
507,0.2020547945205479,0.0385800088807871,0.7777777777777778,0.5,0.8768115942028986,0.7333333333333333,0.078125,0.0673281360737066,0.0315802680247579,0.1699486301369863,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2501041522010832
508,0.184931506849315,0.0306714342471195,0.5555555555555556,0.5,0.9927536231884058,0.9833333333333332,0.0648032885674931,0.0047838412473423,0.0315802680247579,0.509845890410959,0,1,0,0,0,0,0,1,1,0,0,1,0,0.2407998889043188
510,0.2020547945205479,0.0387950174110168,0.4444444444444444,0.625,0.6304347826086957,0.15,0.0825,0.1755846917080085,0.0315802680247579,0.021404109589041,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1244271628940425
512,0.0650684931506849,0.0256701488700366,0.6666666666666666,0.5,0.9637681159420288,0.9333333333333332,0.05875,0.0786037785307224,0.0315802680247579,0.5856164383561644,0,0,0,1,1,0,0,0,1,0,0,1,0,0.2329745868629357
513,0.1678082191780822,0.0364579681693893,0.4444444444444444,0.5,0.6231884057971014,0.1333333333333333,0.0648032885674931,0.0923104181431608,0.1180461329715061,0.0723458904109589,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1319261213720316
514,0.1712328767123287,0.0368646147374325,0.5555555555555556,0.5,0.8043478260869565,0.55,0.0648032885674931,0.0595322466335931,0.0315802680247579,0.3202054794520548,0,1,0,0,1,0,0,0,1,0,1,0,0,0.1376197750312456
515,0.1164383561643835,0.0434410713033723,0.4444444444444444,0.5,0.391304347826087,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3287671232876712,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0855436744896542
517,0.1679793094795433,0.0427586529248171,0.5555555555555556,0.625,0.7246376811594203,0.3666666666666666,0.208125,0.0786037785307224,0.0315802680247579,0.2949486301369863,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1709484793778642
518,0.1986301369863013,0.0416368692888359,0.6666666666666666,0.5,0.8985507246376812,0.7833333333333333,0.575625,0.0786037785307224,0.0315802680247579,0.541095890410959,0,0,1,0,1,0,0,0,1,0,0,1,0,0.3195389529232051
519,0.1679793094795433,0.0384725046156722,0.5555555555555556,0.5,0.9130434782608696,0.8,0.0648032885674931,0.1250885896527285,0.0315802680247579,0.0376712328767123,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2445493681433134
522,0.2363013698630137,0.0499567645890298,0.5555555555555556,0.625,0.6159420289855072,0.1166666666666666,0.0648032885674931,0.1376683203401842,0.0315802680247579,0.1999143835616438,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1598389112623247
525,0.2534246575342466,0.0490172707938956,0.6666666666666666,0.5,0.8985507246376812,0.7833333333333333,0.37125,0.1273919206236711,0.0315802680247579,0.2825342465753425,0,0,1,0,1,0,0,0,1,0,0,1,0,0.3900152756561588
526,0.1404109589041096,0.0289794105961812,0.6666666666666666,0.5,0.9637681159420288,0.9166666666666666,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.5380993150684932,0,1,0,0,0,0,0,1,0,1,0,1,0,0.195945007637828
527,0.1678082191780822,0.0560891817990605,0.4444444444444444,0.75,0.6086956521739131,0.8333333333333334,0.0648032885674931,0.0667965981573352,0.0315802680247579,0.2358732876712329,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1348423830023608
528,0.1575342465753424,0.0637920960994648,0.8888888888888888,0.5,0.9855072463768116,0.9666666666666668,0.1675,0.235648476257973,0.0315802680247579,0.0522260273972602,0,0,0,1,1,0,0,0,1,0,0,1,0,0.571255381197056
529,0.1267123287671233,0.0364486199724228,0.3333333333333333,0.75,0.3478260869565217,0.8666666666666667,0.0648032885674931,0.0616583982990786,0.0315802680247579,0.0770547945205479,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0709623663380086
530,0.1679793094795433,0.1466171212227441,0.5555555555555556,0.25,0.6159420289855072,0.4166666666666667,0.0648032885674931,0.2159815733522324,0.0315802680247579,0.3493150684931507,1,0,0,0,1,0,0,0,1,0,0,1,0,0.2301402582974586
532,0.1335616438356164,0.0226927481362032,0.5555555555555556,0.875,0.3478260869565217,0.8166666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2615582191780822,0,1,0,0,0,1,0,0,1,0,0,1,0,0.129287598944591
535,0.1815068493150685,0.0362523078361261,0.7777777777777778,0.5,0.9565217391304348,0.9,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3026541095890411,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1987223996667129
536,0.1678082191780822,0.0266423613545537,0.4444444444444444,0.75,0.2753623188405797,0.6833333333333333,0.0648032885674931,0.1716867469879518,0.0315802680247579,0.0633561643835616,0,1,0,0,1,0,0,0,1,0,0,1,0,0.100819330648521
537,0.1232876712328767,0.0356353268363364,0.6666666666666666,0.5,0.9130434782608696,0.8166666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3767123287671233,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2126093598111373
538,0.1679793094795433,0.0534483161560214,0.3333333333333333,0.5,0.7246376811594203,0.3666666666666666,0.0648032885674931,0.1063075832742735,0.0315802680247579,0.1130136986301369,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1060269407026801
539,0.1679793094795433,0.0479235317488139,0.4444444444444444,0.5,0.6956521739130435,0.3,0.1175,0.1192416725726435,0.0315802680247579,0.1618150684931507,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1709484793778642
540,0.1679793094795433,0.0473158989459907,0.7777777777777778,0.5,0.9347826086956522,0.8666666666666667,0.299375,0.2406094968107725,0.0315802680247579,0.0954623287671233,0,0,1,0,1,0,0,0,1,0,0,1,0,0.3292598250243022
542,0.1679793094795433,0.0453387552875739,0.7777777777777778,0.5,0.927536231884058,0.8333333333333334,0.045,0.0786037785307224,0.0315802680247579,0.4148116438356164,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2959311206776837
543,0.1952054794520548,0.0413190305919745,0.6666666666666666,0.5,0.9130434782608696,0.8166666666666667,0.0648032885674931,0.0255138199858256,0.7645861601085482,0.1622431506849315,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2476739341758089
544,0.0445205479452054,0.0128911636168174,0.6666666666666666,0.5,0.9130434782608696,0.8,0.11375,0.1034727143869596,0.0943012211668928,0.2428255183899418,0,0,1,0,0,0,1,0,1,0,0,1,0,0.1362310790168032
