sample,1,2,1:1,1:2,1:3,1:4,1:5,2:1,2:2,2:3,2:4,2:5,target
298,0.6666666666666666,0.8,0,0,0,1,0,0,0,0,0,0,0.2834328565477017
299,0.5555555555555556,0.3,0,0,0,0,0,0,0,1,0,0,0.1945563116233856
300,0.5555555555555556,0.9,0,0,0,0,0,0,0,1,0,0,0.1716428273850854
301,0.4444444444444444,0.05,0,0,0,0,0,0,0,1,0,0,0.1695597833634217
302,0.7777777777777778,0.8166666666666667,0,0,0,1,0,0,0,0,0,0,0.32231634495209
303,0.6666666666666666,0.8666666666666667,0,0,0,1,0,0,0,0,0,0,0.2362171920566588
304,0.4444444444444444,0.3666666666666666,0,0,0,1,0,1,0,0,0,0,0.1597000416608804
305,0.6666666666666666,0.8666666666666667,0,1,0,0,0,0,0,0,1,0,0.3611998333564782
306,0.7777777777777778,0.9166666666666666,0,0,0,1,0,1,0,0,0,0,0.3763366199139008
307,0.6666666666666666,0.6833333333333333,0,0,0,0,0,0,0,0,0,0,0.2639911123455076
308,0.5555555555555556,0.0,0,0,0,0,0,1,0,0,0,0,0.0758228023885571
309,0.3333333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0.06610193028746
310,0.8888888888888888,0.9,0,0,0,1,0,0,0,0,1,0,0.4514650742952367
311,0.5555555555555556,0.7333333333333333,0,0,0,1,0,0,0,0,0,0,0.1815025690876267
312,0.5555555555555556,0.8666666666666667,0,0,0,0,0,0,0,1,0,0,0.1348423830023608
313,0.4444444444444444,0.0,0,0,0,0,0,0,0,1,0,0,0.1180391612276072
314,0.6666666666666666,0.25,0,0,0,0,0,0,0,1,0,0,0.4722955145118733
315,0.6666666666666666,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0.1987223996667129
316,0.6666666666666666,0.9166666666666666,0,0,0,1,0,0,0,1,0,0,0.2133037078183585
317,0.6666666666666666,0.5,0,0,0,0,0,0,0,0,0,0,0.3125954728509929
318,0.7777777777777778,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.3264824329954173
319,0.6666666666666666,0.7166666666666667,0,0,0,1,0,0,0,0,0,0,0.3125954728509929
320,0.6666666666666666,0.5,0,0,0,0,0,0,0,0,0,0,0.2119150118039161
321,0.8888888888888888,0.9333333333333332,0,0,0,1,0,1,0,0,0,0,0.4273614775725594
322,0.7777777777777778,0.9,0,0,0,1,0,0,0,1,0,0,0.4431328982085821
323,0.6666666666666666,0.6166666666666667,0,0,0,0,0,0,0,0,0,0,0.3695320094431329
324,0.2222222222222222,0.9166666666666666,0,0,0,0,0,1,0,0,0,0,0.1267532287182335
325,0.6666666666666666,0.95,0,0,0,0,0,0,0,1,0,0,0.287598944591029
326,0.4444444444444444,0.0,0,0,0,0,0,1,0,0,0,0,0.072351062352451
327,0.7777777777777778,0.7166666666666667,0,0,0,1,0,0,0,1,0,0,0.401472017775309
328,0.5555555555555556,0.1666666666666666,0,0,0,0,0,1,0,0,0,0,0.1532426051937231
329,0.5555555555555556,0.7333333333333333,0,1,0,0,0,1,0,0,0,0,0.2494098041938619
330,0.4444444444444444,0.0,0,0,0,1,0,1,0,0,0,0,0.0598527982224691
331,0.4444444444444444,0.2333333333333333,0,0,0,0,0,1,0,0,0,0,0.116789334814609
332,0.4444444444444444,0.7,0,0,0,0,0,1,0,0,0,0,0.1445632551034578
333,0.7777777777777778,0.9,0,0,0,1,0,0,0,1,0,0,0.3459241771976114
334,0.6666666666666666,0.9,0,0,0,1,0,0,0,1,0,0,0.2389945840855436
335,0.5555555555555556,0.8,0,0,0,1,0,0,0,0,0,0,0.2181641438689071
336,0.4444444444444444,0.25,0,0,0,0,0,0,0,1,0,0,0.2694764616025552
337,0.8888888888888888,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.4756644910429107
338,0.6666666666666666,0.8833333333333333,0,0,0,1,0,1,0,0,0,0,0.2487154561866407
339,0.6666666666666666,0.8,0,0,0,0,0,1,0,0,0,0,0.2327454520205527
340,0.5555555555555556,0.8,0,0,0,0,0,1,0,0,0,0,0.1667823913345368
341,0.7777777777777778,0.8666666666666667,0,0,0,1,0,1,0,0,0,0,0.2333009304263296
342,0.3333333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0.0654075822802388
343,0.2222222222222222,0.0,0,0,1,0,0,1,0,0,0,0,0.0730454103596722
344,0.8888888888888888,0.9166666666666666,0,0,0,1,0,0,0,0,1,0,0.3209276489376475
345,0.4444444444444444,0.4333333333333333,0,0,0,0,0,1,0,0,0,0,0.0695736703235661
346,0.5555555555555556,0.0,0,1,0,0,0,0,0,1,0,0,0.1462296903207887
347,0.5555555555555556,0.8,0,0,0,0,0,1,0,0,0,0,0.1619219552839883
348,0.5555555555555556,0.1666666666666666,0,0,0,0,0,0,0,1,0,0,0.1702541313706429
349,0.6666666666666666,0.9,0,0,0,1,0,1,0,0,0,0,0.1653936953200944
350,0.8888888888888888,0.9333333333333332,0,0,0,1,0,0,0,0,1,0,0.5586085265935287
351,0.8888888888888888,0.95,0,0,0,1,0,0,0,1,0,0,0.3932245521455353
352,0.6666666666666666,0.6,0,0,0,1,0,0,0,0,0,0,0.2153867518400222
353,0.4444444444444444,0.0,0,0,0,0,0,1,0,0,0,0,0.0834606304679905
354,0.5555555555555556,0.8833333333333333,0,1,0,0,0,1,0,0,0,0,0.0985974170254131
355,0.5555555555555556,0.8333333333333334,0,0,0,0,0,0,0,1,0,0,0.1459519511179003
356,0.5555555555555556,0.75,0,0,0,1,0,1,0,0,0,0,0.1980280516594917
357,0.5555555555555556,0.7,0,0,0,1,0,1,0,0,0,0,0.1917789195945007
358,0.4444444444444444,0.4333333333333333,0,0,0,1,0,0,0,0,0,1,0.1376197750312456
359,0.4444444444444444,0.1333333333333333,0,0,0,0,0,1,0,0,0,0,0.1320649909734759
360,0.7777777777777778,0.8,0,0,0,1,0,0,0,0,0,0,0.3403693931398417
361,0.5555555555555556,0.4666666666666667,0,0,0,0,0,0,0,0,0,0,0.1681710873489793
362,0.4444444444444444,0.5333333333333333,0,0,0,0,0,1,0,0,0,0,0.1528954311901124
363,0.6666666666666666,0.8833333333333333,0,0,1,0,0,0,0,0,1,0,0.2271906679627829
364,0.5555555555555556,0.95,0,0,0,0,0,1,0,0,0,0,0.1154006388001666
365,0.5555555555555556,0.4333333333333333,0,0,0,1,0,0,0,0,0,0,0.2153867518400222
366,0.4444444444444444,0.7833333333333333,0,0,0,0,0,1,0,0,0,0,0.1556728232189973
367,0.5555555555555556,0.2166666666666666,0,0,0,0,0,0,0,1,0,0,0.1723371753923066
368,0.5555555555555556,0.2,0,0,0,0,0,0,0,1,0,0,0.1806693514789612
369,0.4444444444444444,0.0666666666666666,0,0,0,1,0,0,0,1,0,0,0.1348423830023608
370,0.4444444444444444,0.9333333333333332,0,0,0,0,0,0,0,1,0,0,0.1765032634356339
371,0.5555555555555556,0.8333333333333334,0,0,0,1,0,0,0,0,0,0,0.1909457019858353
372,0.3333333333333333,0.15,0,0,0,0,0,0,0,1,0,0,0.1382196917094847
373,0.5555555555555556,0.5666666666666667,0,0,0,0,0,1,0,0,0,0,0.1251215109012637
374,0.4444444444444444,0.05,0,0,0,1,0,1,0,0,0,0,0.1223441188723788
375,0.6666666666666666,0.9,0,0,0,1,0,0,0,1,0,0,0.2563532842660742
376,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0.0362449659769476
377,0.4444444444444444,0.7666666666666667,0,0,0,1,0,1,0,0,0,0,0.1570615192334398
378,0.7777777777777778,0.9166666666666666,0,0,0,1,0,0,0,1,0,0,0.423691154006388
379,0.8888888888888888,1.0,0,0,0,1,0,0,0,0,1,0,0.4992806554645188
380,0.5555555555555556,0.8333333333333334,0,0,0,1,0,0,0,0,0,0,0.2001110956811554
381,0.4444444444444444,0.0,0,1,0,0,0,0,0,1,0,0,0.1278989029301485
382,0.6666666666666666,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.2122621858075267
383,0.6666666666666666,0.9333333333333332,0,0,0,1,0,1,0,0,0,0,0.2480211081794195
384,0.5555555555555556,0.0,0,1,0,0,0,1,0,0,0,0,0.0570754061935842
385,0.5555555555555556,0.7,0,0,0,1,0,0,1,0,0,0,0.2848215525621441
386,0.7777777777777778,0.9166666666666666,0,0,0,1,0,0,0,0,0,0,0.2181641438689071
387,0.4444444444444444,0.7666666666666667,0,0,0,1,0,1,0,0,0,0,0.0640188862657964
388,0.5555555555555556,0.4333333333333333,0,0,0,0,0,0,1,0,0,0,0.1251215109012637
389,0.6666666666666666,0.8333333333333334,0,0,0,1,0,1,0,0,0,0,0.2167754478544646
390,1.0,0.9666666666666668,0,0,0,1,0,0,0,0,1,0,0.5431190112484378
391,0.4444444444444444,0.0,0,1,0,0,0,1,0,0,0,0,0.116789334814609
392,0.5555555555555556,0.8666666666666667,0,0,0,1,0,0,0,0,0,0,0.2501041522010832
393,0.4444444444444444,0.15,0,0,1,0,0,1,0,0,0,0,0.0994306346340786
394,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0.0904041105402027
395,0.4444444444444444,0.0,0,0,0,0,0,1,0,0,0,0,0.1029023746701846
396,0.4444444444444444,0.1,0,0,0,0,0,1,0,0,0,0,0.1306762949590334
397,0.4444444444444444,0.3666666666666666,0,0,0,0,0,1,0,0,0,0,0.1223441188723788
398,0.4444444444444444,0.2,0,0,0,0,0,0,0,0,0,0,0.1869184835439522
399,0.4444444444444444,0.0,0,1,0,0,0,1,0,0,0,0,0.0445771420636022
400,0.6666666666666666,0.95,0,0,0,1,0,1,0,0,0,0,0.2862102485765866
401,0.7777777777777778,0.7666666666666667,0,0,0,1,0,0,0,1,0,0,0.2924593806415775
402,0.6666666666666666,0.9166666666666666,0,0,0,1,0,0,0,1,0,0,0.1806554645188168
403,0.4444444444444444,0.7833333333333333,0,0,0,1,0,1,0,0,0,0,0.1015136786557422
404,0.7777777777777778,0.8,0,0,0,1,0,0,0,0,0,0,0.309818080822108
405,0.5555555555555556,0.7666666666666667,0,0,0,1,0,0,0,0,0,0,0.1848354395222885
406,0.3333333333333333,0.7166666666666667,0,0,0,0,0,0,0,0,0,0,0.1598389112623247
407,0.5555555555555556,0.0,0,1,0,0,0,1,0,0,0,0,0.1112345507568393
408,0.5555555555555556,0.4333333333333333,0,1,0,0,0,1,0,0,0,0,0.1973337036522705
409,0.6666666666666666,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.3403693931398417
410,0.7777777777777778,0.9666666666666668,0,0,0,1,0,0,0,1,0,0,0.4233439800027774
411,0.4444444444444444,0.1333333333333333,0,0,0,0,0,1,0,0,0,0,0.0348562699625052
412,0.4444444444444444,0.0833333333333333,0,0,0,0,0,1,0,0,0,0,0.1528954311901124
413,0.6666666666666666,0.9833333333333332,0,0,0,1,0,0,0,1,0,0,0.2598250243021802
414,0.4444444444444444,0.0,0,0,0,0,0,0,0,1,0,0,0.1112345507568393
415,0.6666666666666666,0.7166666666666667,0,0,0,1,0,0,0,0,0,0,0.2681572003888349
416,0.6666666666666666,0.95,0,0,0,1,0,1,0,0,0,0,0.2030745729759755
417,0.5555555555555556,0.4666666666666667,0,0,0,0,0,0,0,0,0,0,0.1591445632551034
418,0.5555555555555556,0.0,0,1,0,0,0,0,0,1,0,0,0.2834328565477017
419,0.4444444444444444,0.0,0,1,0,0,0,1,0,0,0,0,0.1265102069157061
420,0.4444444444444444,0.3,0,0,0,0,0,0,1,0,0,0,0.1487293431467851
421,0.6666666666666666,0.8,0,0,0,1,0,1,0,0,0,0,0.2380224968754339
422,0.5555555555555556,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0.2501041522010832
423,0.4444444444444444,0.0666666666666666,0,0,0,0,0,1,0,0,0,0,0.1084571587279544
424,0.7777777777777778,0.8,0,0,0,1,0,0,0,0,0,0,0.388973753645327
425,0.5555555555555556,0.1,0,0,0,0,0,0,0,1,0,0,0.1445632551034578
426,0.6666666666666666,0.7,0,0,0,0,0,0,0,1,0,0,0.1390084710456881
427,0.6666666666666666,0.65,0,0,0,1,0,0,0,0,0,0,0.3334259130676295
428,0.3333333333333333,0.1166666666666666,0,0,0,0,0,1,0,0,0,0,0.1029134842383002
429,0.6666666666666666,0.95,0,0,0,1,0,1,0,0,0,0,0.2228857103180113
430,0.5555555555555556,0.6333333333333333,0,0,0,0,0,0,0,0,0,0,0.1945563116233856
431,0.5555555555555556,0.35,0,0,0,0,0,1,0,0,0,0,0.0701291487293431
432,0.5555555555555556,0.8,0,1,0,0,0,1,0,0,0,0,0.0624913206499097
433,0.4444444444444444,0.35,0,0,0,0,0,1,0,0,0,0,0.1216497708651576
434,0.5555555555555556,0.8,0,0,0,1,0,0,0,0,0,0,0.2028884877100402
435,0.3333333333333333,0.3666666666666666,0,0,0,0,0,1,0,0,0,0,0.0640188862657964
436,0.6666666666666666,0.7666666666666667,0,0,0,1,0,0,0,0,0,0,0.2459380641577558
437,0.5555555555555556,0.0,0,1,0,0,0,1,0,0,0,0,0.1126232467712817
438,0.5555555555555556,0.9,0,0,0,1,0,1,0,0,0,0,0.116789334814609
439,0.4444444444444444,0.8666666666666667,0,0,0,1,0,0,0,1,0,0,0.0770031940008332
440,0.5555555555555556,0.8333333333333334,0,1,0,0,0,1,0,0,0,0,0.1042910706846271
441,1.0,0.9666666666666668,0,0,0,1,0,0,0,1,0,0,0.7222607971115123
442,0.3333333333333333,0.0833333333333333,0,0,0,0,0,1,0,0,0,0,0.1154006388001666
443,0.4444444444444444,0.7,0,0,0,1,0,0,0,1,0,0,0.1777530898486321
444,0.6666666666666666,0.95,0,0,0,1,0,0,0,1,0,0,0.1910845715872795
445,0.6666666666666666,0.75,0,0,0,1,0,0,0,0,0,0,0.243160672128871
446,0.5555555555555556,0.1,0,0,0,0,0,0,0,1,0,0,0.1285932509373698
447,0.5555555555555556,0.8666666666666667,0,0,0,0,0,0,0,1,0,0,0.2153867518400222
448,0.6666666666666666,0.8166666666666667,0,0,0,1,0,0,0,0,0,0,0.2291348423830023
449,0.5555555555555556,0.0,0,1,0,0,0,0,0,1,0,0,0.1174836828218303
450,0.2222222222222222,0.8666666666666667,0,0,0,0,0,1,0,0,0,0,0.1181780308290515
451,0.5555555555555556,0.9166666666666666,0,1,0,0,0,1,0,0,0,0,0.1042910706846271
452,0.6666666666666666,0.4166666666666667,0,0,0,0,0,0,0,0,0,0,0.3403693931398417
453,0.5555555555555556,0.7833333333333333,0,0,0,1,0,1,0,0,0,0,0.2348284960422163
454,0.7777777777777778,0.9666666666666668,0,0,0,1,0,1,0,0,0,0,0.243160672128871
455,0.4444444444444444,0.4333333333333333,0,0,0,0,0,1,0,0,0,0,0.2126093598111373
456,0.6666666666666666,0.3833333333333333,0,0,0,0,0,0,0,0,0,0,0.1952506596306068
457,0.4444444444444444,0.0,0,1,0,0,0,1,0,0,0,0,0.0876267185113178
458,0.3333333333333333,0.7333333333333333,0,0,0,0,0,0,0,1,0,0,0.3070406887932231
459,0.7777777777777778,0.7666666666666667,0,0,0,1,0,0,0,1,0,0,0.1751145674211915
460,0.4444444444444444,0.0,0,0,0,0,0,0,0,0,0,0,0.1042910706846271
461,0.7777777777777778,0.9833333333333332,0,0,0,1,0,1,0,0,0,0,0.3173656436606027
462,0.6666666666666666,0.95,0,0,0,1,0,1,0,0,0,0,0.1667823913345368
463,0.4444444444444444,0.25,0,0,0,0,0,0,0,0,0,1,0.0381655325649215
464,0.5555555555555556,0.75,0,0,0,0,0,0,0,1,0,0,0.213581447021247
465,0.4444444444444444,0.4666666666666667,0,0,0,0,0,1,0,0,0,0,0.1237328148868212
466,0.6666666666666666,0.9,0,0,0,1,0,0,0,0,0,0,0.1997500347174003
467,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0.1834467435078461
468,0.4444444444444444,0.75,0,0,0,0,0,0,0,1,0,0,0.1549784752117761
469,0.7777777777777778,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.2987085127065685
470,0.5555555555555556,0.7166666666666667,0,0,0,1,0,1,0,0,0,0,0.2112206637966949
471,0.7777777777777778,0.5833333333333334,0,0,0,1,0,1,0,0,0,0,0.2459380641577558
472,0.6666666666666666,0.45,0,0,0,0,0,0,0,1,0,0,0.2153867518400222
473,0.5555555555555556,0.9166666666666666,0,0,0,1,0,1,0,0,0,0,0.1570615192334398
474,0.7777777777777778,0.95,0,0,0,1,0,0,0,0,1,0,0.5625607554506319
475,0.7777777777777778,0.8333333333333334,0,0,0,1,0,1,0,0,0,0,0.300097208721011
476,0.4444444444444444,0.2166666666666666,0,0,0,0,0,1,0,0,0,0,0.135536731009582
477,0.5555555555555556,0.8,0,0,0,1,0,0,0,0,0,0,0.2416331065129843
478,0.8888888888888888,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.4792389945840855
479,0.7777777777777778,0.9666666666666668,0,0,0,1,0,0,0,1,0,0,0.3639772253853631
480,0.3333333333333333,0.8333333333333334,0,1,0,0,0,1,0,0,0,0,0.0757825302041383
481,0.8888888888888888,0.9166666666666666,0,0,0,1,0,0,0,1,0,0,0.4042494098041939
482,0.8888888888888888,0.9,0,0,0,1,0,0,0,1,0,0,0.4709068184974309
483,0.6666666666666666,0.9166666666666666,0,0,0,1,0,0,0,1,0,0,0.1667823913345368
484,0.5555555555555556,0.8,0,0,0,1,0,1,0,0,0,0,0.1792806554645188
485,0.4444444444444444,0.85,0,0,0,0,0,1,0,0,0,0,0.135536731009582
486,0.4444444444444444,0.95,0,0,0,0,0,0,0,1,0,0,0.1556728232189973
487,0.4444444444444444,0.25,0,0,0,0,0,1,0,0,0,0,0.1681710873489793
488,0.4444444444444444,0.35,0,0,0,0,0,0,0,0,0,0,0.1945563116233856
489,0.4444444444444444,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0.173725871406749
490,0.3333333333333333,0.8666666666666667,0,0,0,0,0,1,0,0,0,0,0.0709623663380086
491,0.4444444444444444,0.4333333333333333,0,0,0,1,0,0,0,1,0,0,0.1112345507568393
492,0.5555555555555556,0.0,0,0,0,0,0,0,0,0,0,0,0.1362310790168032
493,0.5555555555555556,0.9333333333333332,0,0,0,1,0,1,0,0,0,0,0.1914803499513956
494,0.4444444444444444,0.1666666666666666,0,0,0,0,0,0,1,0,0,0,0.1667823913345368
495,0.4444444444444444,0.7666666666666667,0,1,0,0,0,1,0,0,0,0,0.0783224552145535
496,0.3333333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0.0
497,0.7777777777777778,0.7166666666666667,0,0,0,1,0,0,0,1,0,0,0.5486737953062075
498,0.6666666666666666,0.0,0,0,0,1,0,1,0,0,0,0,0.2070545757533675
499,0.4444444444444444,0.9,0,0,0,1,0,1,0,0,0,0,0.1320649909734759
500,0.4444444444444444,0.5833333333333334,0,0,0,0,0,1,0,0,0,0,0.1181780308290515
501,0.5555555555555556,0.3833333333333333,0,0,0,0,0,1,0,0,0,0,0.1084571587279544
502,0.6666666666666666,0.9166666666666666,0,0,0,1,0,1,0,0,0,0,0.2663518955700597
503,0.4444444444444444,0.25,0,0,0,0,0,1,0,0,0,0,0.1459519511179003
504,0.6666666666666666,0.7833333333333333,0,0,0,0,0,0,0,0,0,0,0.3528676572698236
505,0.5555555555555556,0.4,0,0,0,0,0,0,1,0,0,0,0.1556728232189973
506,0.4444444444444444,0.0333333333333333,0,0,0,0,0,1,0,0,0,0,0.1244271628940425
507,0.7777777777777778,0.7333333333333333,0,0,0,1,0,0,0,0,0,0,0.2501041522010832
508,0.5555555555555556,0.9833333333333332,0,0,0,1,0,1,0,0,0,0,0.2407998889043188
509,0.6666666666666666,0.9166666666666666,0,1,0,0,0,0,0,1,0,0,0.1751145674211915
510,0.4444444444444444,0.15,0,0,0,0,0,1,0,0,0,0,0.1244271628940425
511,0.4444444444444444,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0.180530481877517
512,0.6666666666666666,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.2329745868629357
513,0.4444444444444444,0.1333333333333333,0,0,0,0,0,1,0,0,0,0,0.1319261213720316
514,0.5555555555555556,0.55,0,0,0,1,0,1,0,0,0,0,0.1376197750312456
515,0.4444444444444444,0.0,0,1,0,0,0,1,0,0,0,0,0.0855436744896542
516,1.0,0.9833333333333332,0,0,0,0,0,0,0,1,0,0,0.5109859741702542
517,0.5555555555555556,0.3666666666666666,0,0,0,0,0,0,0,0,0,0,0.1709484793778642
518,0.6666666666666666,0.7833333333333333,0,0,0,1,0,0,0,0,0,0,0.3195389529232051
519,0.5555555555555556,0.8,0,0,0,1,0,1,0,0,0,0,0.2445493681433134
520,0.6666666666666666,0.9,0,1,0,0,0,0,0,1,0,0,0.2764893764754895
521,0.3333333333333333,0.8333333333333334,0,1,0,0,0,1,0,0,0,0,0.099083460630468
522,0.5555555555555556,0.1166666666666666,0,0,0,0,0,0,0,1,0,0,0.1598389112623247
523,0.5555555555555556,0.0,0,0,0,0,0,0,0,1,0,0,0.1723371753923066
524,1.0,0.9666666666666668,0,0,0,1,0,0,0,1,0,0,0.2080960977641994
525,0.6666666666666666,0.7833333333333333,0,0,0,1,0,0,0,0,0,0,0.3900152756561588
526,0.6666666666666666,0.9166666666666666,0,0,0,1,0,0,0,0,0,0,0.195945007637828
527,0.4444444444444444,0.8333333333333334,0,0,0,0,0,1,0,0,0,0,0.1348423830023608
528,0.8888888888888888,0.9666666666666668,0,0,0,1,0,0,0,1,0,0,0.571255381197056
529,0.3333333333333333,0.8666666666666667,0,1,0,0,0,1,0,0,0,0,0.0709623663380086
530,0.5555555555555556,0.4166666666666667,0,0,0,1,0,0,0,0,0,0,0.2301402582974586
531,0.5555555555555556,0.65,0,0,0,0,0,0,1,0,0,0,0.1945563116233856
532,0.5555555555555556,0.8166666666666667,0,1,0,0,0,1,0,0,0,0,0.129287598944591
533,0.4444444444444444,0.95,0,0,1,0,0,0,0,0,0,1,0.100819330648521
534,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0.0061102624635467
535,0.7777777777777778,0.9,0,0,0,1,0,0,0,1,0,0,0.1987223996667129
536,0.4444444444444444,0.6833333333333333,0,0,0,0,0,1,0,0,0,0,0.100819330648521
537,0.6666666666666666,0.8166666666666667,0,0,0,1,0,1,0,0,0,0,0.2126093598111373
538,0.3333333333333333,0.3666666666666666,0,0,0,0,0,1,0,0,0,0,0.1060269407026801
539,0.4444444444444444,0.3,0,0,0,0,0,0,1,0,0,0,0.1709484793778642
540,0.7777777777777778,0.8666666666666667,0,0,0,1,0,0,0,0,0,0,0.3292598250243022
541,0.8888888888888888,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.388973753645327
542,0.7777777777777778,0.8333333333333334,0,0,0,1,0,0,0,0,0,0,0.2959311206776837
543,0.6666666666666666,0.8166666666666667,0,0,0,1,0,0,0,0,0,0,0.2476739341758089
544,0.6666666666666666,0.8,0,0,0,1,0,1,0,0,0,0,0.1362310790168032
545,0.6666666666666666,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.2010345785307596
546,0.6666666666666666,0.6333333333333333,0,0,0,1,0,1,0,0,0,0,0.2695458964032773
547,0.5555555555555556,0.0,0,1,0,0,0,0,0,1,0,0,0.243160672128871
548,0.4444444444444444,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0.1313706429662547
549,0.4444444444444444,0.75,0,0,0,0,0,1,0,0,0,0,0.1251215109012637
550,0.6666666666666666,0.9,0,0,0,1,0,0,0,1,0,0,0.3167615608943202
551,0.5555555555555556,0.45,0,0,0,0,0,1,0,0,0,0,0.1459519511179003
552,0.4444444444444444,0.1166666666666666,0,0,0,0,0,1,0,0,0,0,0.1077628107207332
553,0.7777777777777778,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.3063463407860019
554,0.3333333333333333,0.8833333333333333,0,0,0,0,0,1,0,0,0,0,0.1015136786557422
555,0.6666666666666666,0.9,0,0,0,1,0,0,0,1,0,0,0.3459241771976114
556,0.4444444444444444,0.0,0,1,0,0,0,0,0,1,0,0,0.1084571587279544
557,0.4444444444444444,0.1166666666666666,0,0,0,0,0,0,0,0,0,0,0.1473406471323427
558,0.3333333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0.1015136786557422
559,0.6666666666666666,0.7833333333333333,0,0,0,1,0,0,0,0,0,0,0.1945563116233856
560,0.6666666666666666,0.9,0,0,0,1,0,0,0,0,0,0,0.2764893764754895
561,0.4444444444444444,0.7666666666666667,0,0,0,0,0,0,0,1,0,0,0.1202610748507151
562,0.4444444444444444,0.4166666666666667,0,0,0,0,0,0,0,0,0,0,0.1876128315511734
563,0.4444444444444444,0.3166666666666666,0,0,0,0,0,0,0,1,0,0,0.1015136786557422
564,0.5555555555555556,0.0,0,1,0,0,0,0,0,1,0,0,0.20844327176781
565,0.6666666666666666,0.8333333333333334,0,0,0,1,0,0,0,0,0,0,0.3237050409665324
566,0.5555555555555556,0.0,0,0,0,1,0,1,0,0,0,0,0.129287598944591
567,0.8888888888888888,0.95,0,0,0,1,0,0,0,1,0,0,0.4028607137897514
568,0.6666666666666666,0.9,0,0,0,1,0,1,0,0,0,0,0.2487154561866407
569,0.7777777777777778,0.9833333333333332,0,0,0,0,0,0,0,1,0,0,0.3911956672684349
570,0.4444444444444444,0.4833333333333333,0,0,0,0,0,0,0,0,0,0,0.1403416192195528
571,0.4444444444444444,0.25,0,0,0,0,0,1,0,0,0,0,0.1495625607554506
572,0.5555555555555556,0.15,0,0,0,0,0,1,0,0,0,0,0.1181780308290515
573,0.6666666666666666,0.9833333333333332,0,0,0,1,0,1,0,0,0,0,0.2632967643382863
574,0.6666666666666666,0.8333333333333334,0,0,0,1,0,0,0,0,0,0,0.1876128315511734
575,0.4444444444444444,0.9166666666666666,0,0,0,0,0,1,0,0,0,0,0.1445632551034578
576,0.4444444444444444,0.0,0,0,0,0,0,1,0,0,0,0,0.1160949868073878
577,0.6666666666666666,0.0,0,1,0,0,0,0,0,1,0,0,0.1528954311901124
578,0.4444444444444444,0.2666666666666666,0,0,0,0,0,0,1,0,0,0,0.17997500347174
579,0.6666666666666666,0.95,0,0,0,1,0,1,0,0,0,0,0.1542841272045549
580,0.4444444444444444,0.0666666666666666,0,1,0,0,0,1,0,0,0,0,0.1341480349951395
581,0.5555555555555556,0.6166666666666667,0,0,0,0,0,0,0,1,0,0,0.2041383141230384
582,0.7777777777777778,0.9833333333333332,0,0,0,1,0,0,0,1,0,0,0.3032814886821275
583,0.5555555555555556,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0.1160949868073878
584,1.0,0.8333333333333334,0,1,0,0,0,0,0,1,0,0,0.4028607137897514
585,0.3333333333333333,0.75,0,1,0,0,0,1,0,0,0,0,0.1362310790168032
586,0.7777777777777778,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.4652131648382169
587,0.5555555555555556,0.8333333333333334,0,1,0,0,0,1,0,0,0,0,0.1320649909734759
588,0.4444444444444444,0.5333333333333333,0,0,0,0,0,1,0,0,0,0,0.1417858630745729
589,0.4444444444444444,0.8833333333333333,0,0,0,0,0,0,0,1,0,0,0.1501180391612276
590,0.4444444444444444,0.1666666666666666,0,1,0,0,0,1,0,0,0,0,0.0619358422441327
591,0.6666666666666666,0.9,0,0,0,1,0,1,0,0,0,0,0.2096930981808082
592,1.0,0.9666666666666668,0,0,0,1,0,0,0,1,0,0,0.579155672823219
593,0.4444444444444444,0.8833333333333333,0,0,0,1,0,1,0,0,0,0,0.1431745590890154
594,0.5555555555555556,0.8833333333333333,0,0,0,1,0,1,0,0,0,0,0.1459519511179003
595,0.4444444444444444,0.4166666666666667,0,0,0,0,0,1,0,0,0,0,0.1042910706846271
596,0.7777777777777778,0.9333333333333332,0,0,0,1,0,0,0,0,0,0,0.3945285377030968
