sample,3,6,18,12:1,12:2,12:3,12:4,12:5,11:1,11:2,11:3,11:4,11:5,20:1,20:2,20:3,20:4
254,0.5555555555555556,0.6833333333333333,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,1
255,0.4444444444444444,0.1166666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
256,0.6666666666666666,0.8166666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
257,0.5555555555555556,0.8833333333333333,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
258,0.6666666666666666,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
259,0.6666666666666666,0.85,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
260,0.4444444444444444,0.1,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,1,0
261,0.5555555555555556,0.2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,0.7777777777777778,0.95,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
263,0.5555555555555556,0.75,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0.4444444444444444,0.85,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
265,0.4444444444444444,0.9,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,1,0
266,0.5555555555555556,0.5166666666666667,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0.5555555555555556,0.7833333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,1,0
268,0.4444444444444444,0.7833333333333333,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
269,0.4444444444444444,0.0833333333333333,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1
270,0.5555555555555556,0.4333333333333333,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0
271,0.7777777777777778,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,1,0
272,0.6666666666666666,0.9166666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
273,0.7777777777777778,0.95,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
274,0.5555555555555556,0.6333333333333333,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,1,0
275,0.4444444444444444,0.5333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
276,0.6666666666666666,0.95,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,1,0
277,0.6666666666666666,0.8833333333333333,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
278,0.3333333333333333,0.0166666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
279,0.8888888888888888,0.95,0.6666666666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,1
280,0.6666666666666666,0.45,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1
281,0.6666666666666666,0.65,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0
282,0.5555555555555556,0.9333333333333332,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,1,0
283,0.6666666666666666,0.9666666666666668,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
284,0.7777777777777778,0.9833333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
285,0.5555555555555556,0.7,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,1,0
286,0.6666666666666666,0.95,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
287,0.5555555555555556,0.5166666666666667,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
288,0.3333333333333333,0.35,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
289,0.4444444444444444,0.2833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
290,0.5555555555555556,0.8833333333333333,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,1
291,0.7777777777777778,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
292,0.4444444444444444,0.8333333333333334,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
293,0.4444444444444444,0.9666666666666668,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0
294,0.6666666666666666,0.7333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0
295,0.5555555555555556,0.05,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
296,0.5555555555555556,0.5666666666666667,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
297,0.4444444444444444,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
298,0.6666666666666666,0.8,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
299,0.5555555555555556,0.3,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0
300,0.5555555555555556,0.9,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1
301,0.4444444444444444,0.05,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
302,0.7777777777777778,0.8166666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
303,0.6666666666666666,0.8666666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
304,0.4444444444444444,0.3666666666666666,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0
305,0.6666666666666666,0.8666666666666667,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
306,0.7777777777777778,0.9166666666666666,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
307,0.6666666666666666,0.6833333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0
308,0.5555555555555556,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
309,0.3333333333333333,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
310,0.8888888888888888,0.9,0.6666666666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,1
311,0.5555555555555556,0.7333333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,1,0
312,0.5555555555555556,0.8666666666666667,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1
313,0.4444444444444444,0.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
314,0.6666666666666666,0.25,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0
315,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,0,0,0,1
316,0.6666666666666666,0.9166666666666666,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
317,0.6666666666666666,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,0.7777777777777778,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
319,0.6666666666666666,0.7166666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
320,0.6666666666666666,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0.8888888888888888,0.9333333333333332,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
322,0.7777777777777778,0.9,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
323,0.6666666666666666,0.6166666666666667,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1
324,0.2222222222222222,0.9166666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
325,0.6666666666666666,0.95,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,1
326,0.4444444444444444,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,1,0,0,0
327,0.7777777777777778,0.7166666666666667,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,1
328,0.5555555555555556,0.1666666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
329,0.5555555555555556,0.7333333333333333,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,1,0
330,0.4444444444444444,0.0,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0
331,0.4444444444444444,0.2333333333333333,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
332,0.4444444444444444,0.7,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,1,0,0
333,0.7777777777777778,0.9,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
334,0.6666666666666666,0.9,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
335,0.5555555555555556,0.8,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,1,0
336,0.4444444444444444,0.25,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,1
337,0.8888888888888888,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
338,0.6666666666666666,0.8833333333333333,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
339,0.6666666666666666,0.8,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,1
340,0.5555555555555556,0.8,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
341,0.7777777777777778,0.8666666666666667,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
342,0.3333333333333333,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
343,0.2222222222222222,0.0,0.6666666666666666,0,0,1,0,0,1,0,0,0,0,0,1,0,0
344,0.8888888888888888,0.9166666666666666,0.6666666666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,1
345,0.4444444444444444,0.4333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
346,0.5555555555555556,0.0,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,0,0,1,0
347,0.5555555555555556,0.8,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
348,0.5555555555555556,0.1666666666666666,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,1
349,0.6666666666666666,0.9,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
350,0.8888888888888888,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,1
351,0.8888888888888888,0.95,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
352,0.6666666666666666,0.6,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,1,0
353,0.4444444444444444,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
354,0.5555555555555556,0.8833333333333333,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,1,0
355,0.5555555555555556,0.8333333333333334,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1
356,0.5555555555555556,0.75,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
357,0.5555555555555556,0.7,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,1,0
358,0.4444444444444444,0.4333333333333333,0.3333333333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0
359,0.4444444444444444,0.1333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
360,0.7777777777777778,0.8,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
361,0.5555555555555556,0.4666666666666667,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
362,0.4444444444444444,0.5333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
363,0.6666666666666666,0.8833333333333333,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
364,0.5555555555555556,0.95,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
365,0.5555555555555556,0.4333333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0
366,0.4444444444444444,0.7833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
367,0.5555555555555556,0.2166666666666666,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0
368,0.5555555555555556,0.2,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0
369,0.4444444444444444,0.0666666666666666,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,1,0
370,0.4444444444444444,0.9333333333333332,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1
371,0.5555555555555556,0.8333333333333334,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
372,0.3333333333333333,0.15,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0
373,0.5555555555555556,0.5666666666666667,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
374,0.4444444444444444,0.05,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0
375,0.6666666666666666,0.9,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
376,0.0,0.0,0.521689497716895,0,1,0,0,0,1,0,0,0,0,0,0,1,0
377,0.4444444444444444,0.7666666666666667,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,1
378,0.7777777777777778,0.9166666666666666,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
379,0.8888888888888888,1.0,0.3333333333333333,0,0,0,1,0,0,0,0,1,0,0,0,0,1
380,0.5555555555555556,0.8333333333333334,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
381,0.4444444444444444,0.0,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,0
382,0.6666666666666666,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
383,0.6666666666666666,0.9333333333333332,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
384,0.5555555555555556,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
385,0.5555555555555556,0.7,0.6666666666666666,0,0,0,1,0,0,1,0,0,0,0,0,0,1
386,0.7777777777777778,0.9166666666666666,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
387,0.4444444444444444,0.7666666666666667,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0
388,0.5555555555555556,0.4333333333333333,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,1
389,0.6666666666666666,0.8333333333333334,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
390,1.0,0.9666666666666668,0.6666666666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,1
391,0.4444444444444444,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,1
392,0.5555555555555556,0.8666666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
393,0.4444444444444444,0.15,0.3333333333333333,0,0,1,0,0,1,0,0,0,0,0,0,0,0
394,0.3333333333333333,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,0.4444444444444444,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
396,0.4444444444444444,0.1,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
397,0.4444444444444444,0.3666666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
398,0.4444444444444444,0.2,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0.4444444444444444,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,1,0
400,0.6666666666666666,0.95,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
401,0.7777777777777778,0.7666666666666667,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,1
402,0.6666666666666666,0.9166666666666666,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
403,0.4444444444444444,0.7833333333333333,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,1
404,0.7777777777777778,0.8,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,1,0
405,0.5555555555555556,0.7666666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,1,0
406,0.3333333333333333,0.7166666666666667,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1
407,0.5555555555555556,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,1
408,0.5555555555555556,0.4333333333333333,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,0,1
409,0.6666666666666666,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
410,0.7777777777777778,0.9666666666666668,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
411,0.4444444444444444,0.1333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
412,0.4444444444444444,0.0833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
413,0.6666666666666666,0.9833333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
414,0.4444444444444444,0.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0
415,0.6666666666666666,0.7166666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
416,0.6666666666666666,0.95,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
417,0.5555555555555556,0.4666666666666667,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,0.5555555555555556,0.0,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,0
419,0.4444444444444444,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,1,0,0
420,0.4444444444444444,0.3,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,1
421,0.6666666666666666,0.8,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
422,0.5555555555555556,0.8333333333333334,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0
423,0.4444444444444444,0.0666666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
424,0.7777777777777778,0.8,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,1,0
425,0.5555555555555556,0.1,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0
426,0.6666666666666666,0.7,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0
427,0.6666666666666666,0.65,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,1,0
428,0.3333333333333333,0.1166666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
429,0.6666666666666666,0.95,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
430,0.5555555555555556,0.6333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0.5555555555555556,0.35,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
432,0.5555555555555556,0.8,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,1,0
433,0.4444444444444444,0.35,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
434,0.5555555555555556,0.8,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
435,0.3333333333333333,0.3666666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
436,0.6666666666666666,0.7666666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
437,0.5555555555555556,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
438,0.5555555555555556,0.9,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,1,0
439,0.4444444444444444,0.8666666666666667,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0
440,0.5555555555555556,0.8333333333333334,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,1,0
441,1.0,0.9666666666666668,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
442,0.3333333333333333,0.0833333333333333,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
443,0.4444444444444444,0.7,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,0
444,0.6666666666666666,0.95,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
445,0.6666666666666666,0.75,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
446,0.5555555555555556,0.1,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,1,0,0
447,0.5555555555555556,0.8666666666666667,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,1
448,0.6666666666666666,0.8166666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,1,0
449,0.5555555555555556,0.0,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,0
450,0.2222222222222222,0.8666666666666667,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
451,0.5555555555555556,0.9166666666666666,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,1
452,0.6666666666666666,0.4166666666666667,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,0.5555555555555556,0.7833333333333333,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
454,0.7777777777777778,0.9666666666666668,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
455,0.4444444444444444,0.4333333333333333,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
456,0.6666666666666666,0.3833333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0
457,0.4444444444444444,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,1,0,0
458,0.3333333333333333,0.7333333333333333,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1
459,0.7777777777777778,0.7666666666666667,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,1,0,0
460,0.4444444444444444,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,0.7777777777777778,0.9833333333333332,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
462,0.6666666666666666,0.95,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,1
463,0.4444444444444444,0.25,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,1,0
464,0.5555555555555556,0.75,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,1,0,0
465,0.4444444444444444,0.4666666666666667,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
466,0.6666666666666666,0.9,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
467,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0
468,0.4444444444444444,0.75,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1
469,0.7777777777777778,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
470,0.5555555555555556,0.7166666666666667,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
471,0.7777777777777778,0.5833333333333334,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0
472,0.6666666666666666,0.45,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0
473,0.5555555555555556,0.9166666666666666,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,1
474,0.7777777777777778,0.95,0.6666666666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,1
475,0.7777777777777778,0.8333333333333334,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
476,0.4444444444444444,0.2166666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
477,0.5555555555555556,0.8,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
478,0.8888888888888888,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
479,0.7777777777777778,0.9666666666666668,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
480,0.3333333333333333,0.8333333333333334,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
481,0.8888888888888888,0.9166666666666666,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
482,0.8888888888888888,0.9,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
483,0.6666666666666666,0.9166666666666666,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,1
484,0.5555555555555556,0.8,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
485,0.4444444444444444,0.85,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
486,0.4444444444444444,0.95,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0
487,0.4444444444444444,0.25,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
488,0.4444444444444444,0.35,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0
489,0.4444444444444444,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0
490,0.3333333333333333,0.8666666666666667,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
491,0.4444444444444444,0.4333333333333333,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0
492,0.5555555555555556,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,0.5555555555555556,0.9333333333333332,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,1,0
494,0.4444444444444444,0.1666666666666666,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0
495,0.4444444444444444,0.7666666666666667,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,1,0
496,0.3333333333333333,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
497,0.7777777777777778,0.7166666666666667,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
498,0.6666666666666666,0.0,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
499,0.4444444444444444,0.9,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,1
500,0.4444444444444444,0.5833333333333334,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,1,0,0
501,0.5555555555555556,0.3833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
502,0.6666666666666666,0.9166666666666666,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,1,0
503,0.4444444444444444,0.25,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
504,0.6666666666666666,0.7833333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,0.5555555555555556,0.4,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0
506,0.4444444444444444,0.0333333333333333,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,1,0
507,0.7777777777777778,0.7333333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
508,0.5555555555555556,0.9833333333333332,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
