sample,1,2,3,4,5,1:1,1:2,1:3,target
248,0.184931506849315,0.0467877258173829,0.5555555555555560,0.5,0.5942028985507250,0,0,0,0.1459519511179000
249,0.1746575342465750,0.0468204445067657,0.6666666666666670,0.5,0.9492753623188410,0,0,0,0.2014997916955980
250,0.1679793094795430,0.7371053308093200,0.5555555555555560,0.75,0.6231884057971010,0,1,0,0.3362033050965140
251,0.1164383561643840,0.0189300988571829,0.2222222222222220,0.125,0.4927536231884060,1,0,0,0.0577697542008054
252,0.0787671232876712,0.0161256397672298,0.7777777777777780,0.5,0.9710144927536230,1,0,0,0.2778780724899320
253,0.1506849315068490,0.0330271798826801,0.5555555555555560,0.5,0.9565217391304350,1,0,0,0.1917789195945010
254,0.2191780821917810,0.037626492790203,0.5555555555555560,0.75,0.6666666666666670,0,0,0,0.1709484793778640
255,0.1678082191780820,0.0331860992311108,0.4444444444444440,0.625,0.6159420289855070,0,0,0,0.1528954311901120
256,0.1541095890410960,0.034765944518451,0.6666666666666670,0.5,0.9202898550724640,1,0,0,0.2709345924177200
257,0.1472602739726030,0.0350136717380635,0.5555555555555560,0.5,0.9492753623188410,1,0,0,0.2396889320927650
258,0.160958904109589,0.0351211760031783,0.6666666666666670,0.5,0.9710144927536230,0,0,0,0.2570476322732950
259,0.2020547945205480,0.0520460866110448,0.6666666666666670,0.5,0.9347826086956520,0,0,0,0.2730176364393830
260,0.1678082191780820,0.0532940709060739,0.4444444444444440,0.5,0.6086956521739130,0,0,0,0.0862380224968754
261,0.339041095890411,0.0841150763046577,0.5555555555555560,0.5,0.6521739130434780,0,0,0,0.195945007637828
262,0.1643835616438360,0.0387389282292177,0.7777777777777780,0.5,0.9782608695652170,1,0,0,0.3348146090820720
263,0.2294520547945210,0.0335179602234219,0.5555555555555560,0.75,0.7608695652173910,1,0,0,0.1612276072767670
264,0.0993150684931506,0.0196312136296711,0.4444444444444440,0.75,0.4130434782608700,0,0,0,0.1320649909734760
265,0.0308219178082191,0.0183785552361588,0.4444444444444440,0.5,0.3840579710144930,0,0,1,0.0529093181502569
266,0.1952054794520550,0.0504335226343219,0.5555555555555560,0.625,0.7898550724637680,1,0,0,0.1952506596306070
267,0.1678082191780820,0.0463062936736077,0.5555555555555560,0.5,0.9057971014492750,1,0,0,0.20844327176781
268,0.1335616438356160,0.0331860992311108,0.4444444444444440,0.875,0.4855072463768120,0,0,0,0.2008054436883770
269,0.1712328767123290,0.0261749515062282,0.4444444444444440,0.625,0.4927536231884060,0,0,0,0.1188723788362730
270,0.1679793094795430,0.0309285096636986,0.5555555555555560,0.75,0.7536231884057970,1,0,0,0.1570615192334400
271,0.2157534246575340,0.0440674005001285,0.7777777777777780,0.5,0.9710144927536230,0,0,0,0.3209276489376480
272,0.1780821917808220,0.1766996190609740,0.6666666666666670,0.75,0.5942028985507250,1,0,0,0.2869045965838080
273,0.2431506849315070,0.0489097665287807,0.7777777777777780,0.75,0.9202898550724640,1,0,0,0.3542563532842660
274,0.2020547945205480,0.0387950174110168,0.5555555555555560,0.625,0.6231884057971010,0,0,0,0.1445632551034580
275,0.1883561643835620,0.0327841267615508,0.4444444444444440,0.75,0.7971014492753620,0,0,0,0.1244271628940430
276,0.1164383561643840,0.027876323354133,0.6666666666666670,0.75,0.3840579710144930,0,0,0,0.2362171920566590
277,0.3698630136986300,0.0369066816237818,0.6666666666666670,0.5,0.9492753623188410,1,0,0,0.230662407998889
278,0.4075342465753430,0.0833765687443034,0.3333333333333330,0.5,0.572463768115942,0,0,0,0.1473406471323430
279,0.2945205479452060,0.0614643950548038,0.8888888888888890,0.5,0.9710144927536230,0,0,0,0.5282571865018750
280,0.2123287671232880,0.0406880272967351,0.6666666666666670,0.5,0.7608695652173910,0,0,0,0.2181641438689070
281,0.2089041095890410,0.0466802215522681,0.6666666666666670,0.625,0.8478260869565220,0,0,0,0.2688515483960560
282,0.1335616438356160,0.0275771810512047,0.5555555555555560,0.5,0.9710144927536230,0,0,0,0.20844327176781
283,0.0445205479452054,0.0175886325924887,0.6666666666666670,0.5,0.9782608695652170,0,0,0,0.2396889320927650
284,0.1815068493150690,0.0388511065928159,0.7777777777777780,0.5,0.9855072463768120,0,0,0,0.2912095542285790
285,0.0993150684931506,0.0313725490196078,0.5555555555555560,0.5,0.8695652173913040,0,0,0,0.2003888348840440
286,0.047945205479452,0.0137932646240856,0.6666666666666670,0.5,0.9710144927536230,1,0,0,0.1802527426746290
287,0.1917808219178080,0.0396643997289022,0.5555555555555560,0.75,0.6521739130434780,1,0,0,0.1723371753923070
288,0.1679793094795430,0.0319007221482156,0.3333333333333330,0.375,0.717391304347826,1,0,0,0.0737397583668934
289,0.1679793094795430,0.0398186449788497,0.4444444444444440,0.5,0.6884057971014490,1,0,0,0.1209554228579360
290,0.1335616438356160,0.0347285517305849,0.5555555555555560,0.75,0.3115942028985510,0,0,0,0.1648034995139560
291,0.339041095890411,0.0668910233938629,0.7777777777777780,0.5,0.9710144927536230,0,0,0,0.2754200805443690
292,0.1164383561643840,0.0205052700460398,0.4444444444444440,0.625,0.2898550724637680,0,0,0,0.1402582974586860
293,0.1335616438356160,0.0472504615672252,0.4444444444444440,0.375,0.5579710144927540,0,0,0,0.1334536869879180
294,0.1679793094795430,0.0717894786043142,0.6666666666666670,0.75,0.7608695652173910,1,0,0,0.2778780724899320
295,0.2020547945205480,0.0387950174110168,0.5555555555555560,0.5,0.5869565217391310,0,0,0,0.1834467435078460
296,0.0547945205479452,0.0310219916333637,0.5555555555555560,0.625,0.8115942028985510,1,0,0,0.1494236911540060
297,0.184931506849315,0.058005562177195,0.4444444444444440,0.5,0.5652173913043480,0,0,0,0.1626163032912100
298,0.1541095890410960,0.0285073266493725,0.6666666666666670,0.5,0.9057971014492750,1,0,0,0.2834328565477020
299,0.2363013698630140,0.0486106242258524,0.5555555555555560,0.625,0.6956521739130440,0,0,0,0.1945563116233860
300,0.2020547945205480,0.059361050737339,0.5555555555555560,0.875,0.5652173913043480,0,0,0,0.1716428273850850
301,0.2363013698630140,0.0675407230830353,0.4444444444444440,0.5,0.5869565217391310,0,0,0,0.1695597833634220
302,0.1541095890410960,0.0697655939610647,0.7777777777777780,0.5,0.9130434782608700,0,0,1,0.32231634495209
303,0.3321917808219180,0.0579775175862955,0.6666666666666670,0.5,0.9347826086956520,1,0,0,0.2362171920566590
304,0.1678082191780820,0.0397298371076678,0.4444444444444440,0.75,0.7246376811594200,0,0,0,0.1597000416608800
305,0.2260273972602740,0.0798616466848956,0.6666666666666670,1.0,0.0579710144927536,0,0,0,0.3611998333564780
306,0.2020547945205480,0.0424688588188553,0.7777777777777780,0.5,0.9565217391304350,0,0,0,0.3763366199139010
307,0.3253424657534250,0.0569024749351468,0.6666666666666670,0.5,0.855072463768116,0,0,0,0.2639911123455080
308,0.1679793094795430,0.0309425319591483,0.5555555555555560,0.75,0.3478260869565220,1,0,0,0.0758228023885571
309,0.1679793094795430,0.0516113954521021,0.3333333333333330,0.5,0.4927536231884060,1,0,0,0.06610193028746
310,0.2363013698630140,0.0517796629974993,0.8888888888888890,0.5,0.9492753623188410,1,0,0,0.4514650742952370
311,0.1679793094795430,0.0298441188155834,0.5555555555555560,0.5,0.8768115942028990,1,0,0,0.1815025690876270
312,0.0993150684931506,0.0313164598378087,0.5555555555555560,0.625,0.5507246376811590,0,0,0,0.1348423830023610
313,0.1506849315068490,0.0303816401411577,0.4444444444444440,0.75,0.4855072463768120,0,0,0,0.1180391612276070
314,0.4417808219178080,1.0,0.6666666666666670,0.5,0.6739130434782610,0,0,1,0.4722955145118730
315,0.1335616438356160,0.0387950174110168,0.6666666666666670,0.75,0.3840579710144930,0,0,0,0.1987223996667130
316,0.1712328767123290,0.0303582696487414,0.6666666666666670,0.5,0.9565217391304350,1,0,0,0.2133037078183590
317,0.25,0.0547103227465002,0.6666666666666670,0.75,0.782608695652174,1,0,0,0.3125954728509930
318,0.184931506849315,0.0359905583210638,0.7777777777777780,0.5,0.9710144927536230,0,0,0,0.3264824329954170
319,0.2363013698630140,0.0401972469559933,0.6666666666666670,0.5,0.8768115942028990,0,0,0,0.3125954728509930
320,0.1679793094795430,0.0598985720629133,0.6666666666666670,0.5,0.782608695652174,0,0,0,0.2119150118039160
321,0.3082191780821920,0.0699198392110121,0.8888888888888890,0.5,0.9710144927536230,0,0,0,0.4273614775725590
322,0.2671232876712330,0.0504755895206712,0.7777777777777780,0.5,0.9565217391304350,1,0,0,0.4431328982085820
323,0.2226027397260270,0.0424408142279557,0.6666666666666670,0.5,0.8260869565217390,1,0,0,0.3695320094431330
324,0.0958904109589041,0.0211269251443127,0.2222222222222220,0.875,0.6014492753623190,0,0,0,0.1267532287182340
325,0.2568493150684930,0.046624132370469,0.6666666666666670,0.75,0.6884057971014490,0,0,0,0.287598944591029
326,0.0993150684931506,0.0172941643880436,0.4444444444444440,0.625,0.5,0,0,0,0.072351062352451
327,0.0376712328767123,0.0446189441211526,0.7777777777777780,0.5,0.8768115942028990,1,0,0,0.401472017775309
328,0.2020547945205480,0.0481432143775269,0.5555555555555560,0.5,0.6376811594202900,0,0,0,0.1532426051937230
329,0.1679793094795430,0.0494893547407043,0.5555555555555560,0.625,0.3188405797101450,1,0,0,0.2494098041938620
330,0.1335616438356160,0.0238472504615672,0.4444444444444440,0.5,0.3478260869565220,0,0,0,0.0598527982224691
331,0.1679793094795430,0.04358129425787,0.4444444444444440,0.375,0.6666666666666670,1,0,0,0.116789334814609
332,0.1678082191780820,0.0321391011708616,0.4444444444444440,0.625,0.6231884057971010,0,0,0,0.1445632551034580
333,0.2191780821917810,0.0437261913108509,0.7777777777777780,0.5,0.9492753623188410,1,0,0,0.3459241771976110
334,0.1301369863013700,0.0322419313374932,0.6666666666666670,0.5,0.9565217391304350,0,0,0,0.2389945840855440
335,0.1301369863013700,0.0361868704573605,0.5555555555555560,0.5,0.9130434782608700,1,0,0,0.2181641438689070
336,0.1679793094795430,0.7635607282245440,0.4444444444444440,0.625,0.6739130434782610,1,0,0,0.2694764616025550
337,0.2226027397260270,0.06009488419921,0.8888888888888890,0.5,0.9637681159420290,1,0,0,0.4756644910429110
338,0.1678082191780820,0.0366215616163032,0.6666666666666670,0.5,0.9420289855072470,0,0,0,0.2487154561866410
339,0.2397260273972600,0.060038795017411,0.6666666666666670,0.75,0.8115942028985510,0,0,0,0.2327454520205530
340,0.1541095890410960,0.0518824931641309,0.5555555555555560,0.75,0.6231884057971010,1,0,0,0.1667823913345370
341,0.2191780821917810,0.0602538035476407,0.7777777777777780,0.5,0.9420289855072470,0,0,0,0.2333009304263300
342,0.1335616438356160,0.0331860992311108,0.3333333333333330,0.375,0.5652173913043480,0,0,0,0.0654075822802388
343,0.1679793094795430,0.0338591694126995,0.2222222222222220,0.375,0.5579710144927540,0,0,0,0.0730454103596722
344,0.1438356164383560,0.0352847694500923,0.8888888888888890,0.5,0.9637681159420290,1,0,0,0.3209276489376480
345,0.0513698630136986,0.0060389352403655,0.4444444444444440,0.25,0.7536231884057970,0,0,0,0.0695736703235661
346,0.1506849315068490,0.0240014957115146,0.5555555555555560,0.5,0.4855072463768120,0,0,0,0.1462296903207890
347,0.1679793094795430,0.0536212577999018,0.5555555555555560,0.875,0.6376811594202900,1,0,0,0.1619219552839880
348,0.1679793094795430,0.0761878052770572,0.5555555555555560,0.5,0.6376811594202900,1,0,0,0.1702541313706430
349,0.0513698630136986,0.0053658650587767,0.6666666666666670,0.5,0.9492753623188410,0,0,0,0.1653936953200940
350,0.1198630136986300,0.0894201780831522,0.8888888888888890,0.5,0.9637681159420290,0,1,0,0.5586085265935290
351,0.160958904109589,0.0304751221108228,0.8888888888888890,0.5,0.9782608695652170,1,0,0,0.3932245521455350
352,0.1679793094795430,0.0185608450770057,0.6666666666666670,0.5,0.8260869565217390,1,0,0,0.2153867518400220
353,0.1335616438356160,0.0363831825936572,0.4444444444444440,0.625,0.5,0,0,0,0.0834606304679905
354,0.1335616438356160,0.0337469910491014,0.5555555555555560,0.875,0.4057971014492750,0,0,0,0.0985974170254131
355,0.1335616438356160,0.0331860992311108,0.5555555555555560,0.5,0.4927536231884060,0,0,0,0.1459519511179000
356,0.2876712328767120,0.0465026058099044,0.5555555555555560,0.5,0.8913043478260870,0,1,0,0.1980280516594920
357,0.1679793094795430,0.037149734744911,0.5555555555555560,0.625,0.8695652173913040,1,0,0,0.1917789195945010
358,0.0787671232876712,0.0136670639650377,0.4444444444444440,0.5,0.7536231884057970,0,0,0,0.1376197750312460
359,0.2431506849315070,0.0263151744607258,0.4444444444444440,0.375,0.6231884057971010,1,0,0,0.1320649909734760
360,0.1952054794520550,0.0500642688541447,0.7777777777777780,0.5,0.9130434782608700,1,0,0,0.3403693931398420
361,0.1679793094795430,0.0291663745355114,0.5555555555555560,0.625,0.7681159420289860,1,0,0,0.1681710873489790
362,0.1679793094795430,0.0366636285026525,0.4444444444444440,0.5,0.4927536231884060,0,0,0,0.1528954311901120
363,0.1472602739726030,0.0280492649980135,0.6666666666666670,0.5,0.9492753623188410,0,0,0,0.2271906679627830
364,0.0,0.0017761574236369,0.5555555555555560,0.875,0.7246376811594200,0,0,0,0.1154006388001670
365,0.1679793094795430,0.0817967234569632,0.5555555555555560,0.5,0.7536231884057970,1,0,0,0.2153867518400220
366,0.1301369863013700,0.0438897847577648,0.4444444444444440,0.75,0.3478260869565220,0,0,0,0.1556728232189970
367,0.1679793094795430,0.0383276075626913,0.5555555555555560,0.5,0.6594202898550730,1,0,0,0.1723371753923070
368,0.273972602739726,0.036691673093552,0.5555555555555560,0.5,0.6521739130434780,1,0,0,0.1806693514789610
369,0.1952054794520550,0.0303816401411577,0.4444444444444440,0.625,0.5942028985507250,0,0,0,0.1348423830023610
370,0.1679793094795430,0.0398700600621655,0.4444444444444440,0.75,0.6304347826086960,1,0,0,0.1765032634356340
371,0.1679793094795430,0.0318820257542826,0.5555555555555560,0.5,0.927536231884058,1,0,0,0.1909457019858350
372,0.2020547945205480,0.0739442380050947,0.3333333333333330,0.375,0.6304347826086960,0,0,0,0.1382196917094850
373,0.0993150684931506,0.0274603285891233,0.5555555555555560,0.5,0.8115942028985510,0,0,0,0.1251215109012640
374,0.1986301369863010,0.0436280352427025,0.4444444444444440,0.625,0.5869565217391310,0,0,0,0.1223441188723790
375,0.1506849315068490,0.0322512795344597,0.6666666666666670,0.5,0.9492753623188410,0,0,0,0.2563532842660740
376,0.1679793094795430,0.0407581387739839,0.0,0.0,0.3623188405797100,1,0,0,0.0362449659769476
377,0.1232876712328770,0.0352707471546425,0.4444444444444440,0.5,0.8985507246376810,1,0,0,0.1570615192334400
378,0.2773972602739730,0.0460071513706793,0.7777777777777780,0.5,0.9565217391304350,1,0,0,0.423691154006388
379,0.2294520547945210,0.0471803500899764,0.8888888888888890,0.125,1.0,0,0,0,0.4992806554645190
380,0.1335616438356160,0.0318913739512491,0.5555555555555560,0.5,0.927536231884058,1,0,0,0.2001110956811550
381,0.0993150684931506,0.0172941643880436,0.4444444444444440,0.625,0.3768115942028990,0,0,0,0.1278989029301490
382,0.1335616438356160,0.0275771810512047,0.6666666666666670,0.5,0.9710144927536230,0,0,0,0.2122621858075270
383,0.1986301369863010,0.0371357124494613,0.6666666666666670,0.5,0.9710144927536230,1,0,0,0.2480211081794200
384,0.1335616438356160,0.0359905583210638,0.5555555555555560,0.25,0.4057971014492750,0,0,0,0.0570754061935842
385,0.1679793094795430,0.2421510201219940,0.5555555555555560,0.5,0.8695652173913040,0,1,0,0.2848215525621440
386,0.0753424657534246,0.0087966533454859,0.7777777777777780,0.5,0.9565217391304350,0,0,0,0.2181641438689070
387,0.1267123287671230,0.0332328402159433,0.4444444444444440,0.25,0.2753623188405800,0,0,0,0.0640188862657964
388,0.1746575342465750,0.0275771810512047,0.5555555555555560,0.625,0.7536231884057970,0,0,0,0.1251215109012640
389,0.2465753424657530,0.0377760639416672,0.6666666666666670,0.5,0.9202898550724640,1,0,0,0.2167754478544650
390,0.2568493150684930,0.0522283764518918,1.0,0.5,0.9782608695652170,0,0,0,0.5431190112484380
391,0.0993150684931506,0.033209469723527,0.4444444444444440,0.875,0.2028985507246380,0,0,0,0.116789334814609
392,0.1712328767123290,0.0509897403538292,0.5555555555555560,0.5,0.9347826086956520,1,0,0,0.2501041522010830
393,0.1679793094795430,0.0329009792236322,0.4444444444444440,0.75,0.6304347826086960,1,0,0,0.0994306346340786
394,0.1679793094795430,0.0287270092780854,0.3333333333333330,0.5,0.5,0,0,0,0.0904041105402027
395,0.1335616438356160,0.041290986001075,0.4444444444444440,0.625,0.4927536231884060,0,0,0,0.1029023746701850
396,0.160958904109589,0.0386594685550024,0.4444444444444440,0.625,0.6086956521739130,0,0,0,0.1306762949590330
397,0.1335616438356160,0.0275771810512047,0.4444444444444440,0.5,0.7246376811594200,0,0,0,0.1223441188723790
398,0.1643835616438360,0.0294000794596742,0.4444444444444440,0.5,0.6521739130434780,0,0,0,0.1869184835439520
399,0.1335616438356160,0.0358363130711164,0.4444444444444440,0.125,0.3478260869565220,0,0,0,0.0445771420636022
400,0.1506849315068490,0.0319007221482156,0.6666666666666670,0.5,0.9710144927536230,0,0,0,0.2862102485765870
401,0.0582191780821917,0.0638622075767136,0.7777777777777780,0.5,0.8985507246376810,0,1,0,0.2924593806415780
402,0.1506849315068490,0.0349014933744654,0.6666666666666670,0.5,0.9637681159420290,1,0,0,0.1806554645188170
403,0.1335616438356160,0.0415994765009698,0.4444444444444440,0.875,0.4927536231884060,0,0,0,0.1015136786557420
404,0.2465753424657530,0.0504335226343219,0.7777777777777780,0.5,0.9130434782608700,0,0,0,0.309818080822108
405,0.1679793094795430,0.0423660286522237,0.5555555555555560,0.5,0.8913043478260870,1,0,0,0.1848354395222890
406,0.1679793094795430,0.0406225899179695,0.3333333333333330,0.375,0.7536231884057970,1,0,0,0.1598389112623250
407,0.1027397260273970,0.0429082240762812,0.5555555555555560,0.5,0.463768115942029,0,0,0,0.1112345507568390
408,0.1438356164383560,0.0667274299469489,0.5555555555555560,0.75,0.3115942028985510,0,0,0,0.1973337036522710
409,0.3013698630136990,0.0600808619037603,0.6666666666666670,0.5,0.9710144927536230,0,0,0,0.3403693931398420
410,0.2191780821917810,0.0444039355909229,0.7777777777777780,0.5,0.9782608695652170,0,0,0,0.4233439800027770
411,0.160958904109589,0.0386594685550024,0.4444444444444440,0.25,0.6231884057971010,0,0,0,0.0348562699625052
412,0.2705479452054800,0.1558811844165560,0.4444444444444440,0.5,0.6014492753623190,0,0,0,0.1528954311901120
413,0.1679793094795430,0.0145037275935403,0.6666666666666670,0.5,0.9927536231884060,0,1,0,0.2598250243021800
414,0.1198630136986300,0.0358035943817336,0.4444444444444440,0.625,0.3985507246376810,0,0,0,0.1112345507568390
415,0.1301369863013700,0.046404449741756,0.6666666666666670,0.5,0.8768115942028990,0,1,0,0.2681572003888350
416,0.1780821917808220,0.035518474374255,0.6666666666666670,0.5,0.9782608695652170,1,0,0,0.2030745729759760
417,0.1815068493150690,0.0305873004744209,0.5555555555555560,0.75,0.7681159420289860,0,0,0,0.1591445632551030
418,0.2226027397260270,0.0987169599663465,0.5555555555555560,0.625,0.3333333333333330,1,0,0,0.2834328565477020
419,0.1335616438356160,0.0320643155951295,0.4444444444444440,0.625,0.4927536231884060,0,0,0,0.1265102069157060
420,0.1506849315068490,0.0334198041552735,0.4444444444444440,0.625,0.6956521739130440,0,0,0,0.1487293431467850
421,0.1952054794520550,0.026922807263549,0.6666666666666670,0.5,0.9057971014492750,0,0,0,0.2380224968754340
422,0.1679793094795430,0.071677300240716,0.5555555555555560,0.75,0.7608695652173910,1,0,0,0.2501041522010830
423,0.2705479452054800,0.0955853139825656,0.4444444444444440,0.5,0.5942028985507250,0,0,0,0.1084571587279540
424,0.2020547945205480,0.0369253780177148,0.7777777777777780,0.5,0.9130434782608700,0,0,0,0.388973753645327
425,0.1746575342465750,0.0359905583210638,0.5555555555555560,0.5,0.6086956521739130,0,0,0,0.1445632551034580
426,0.1335616438356160,0.0097127766482039,0.6666666666666670,0.875,0.5362318840579710,0,0,0,0.1390084710456880
427,0.1679793094795430,0.0537521325574329,0.6666666666666670,0.5,0.8478260869565220,0,0,0,0.3334259130676300
428,0.1917808219178080,0.034088200238379,0.3333333333333330,0.625,0.6159420289855070,1,0,0,0.1029134842383000
429,0.1472602739726030,0.025529925915539,0.6666666666666670,0.5,0.9782608695652170,0,0,0,0.2228857103180110
430,0.3732876712328770,0.0474748182944214,0.5555555555555560,0.5,0.8405797101449280,1,0,0,0.1945563116233860
431,0.0,0.0017761574236369,0.5555555555555560,0.5,0.717391304347826,0,0,0,0.0701291487293431
432,0.1335616438356160,0.0200331860992311,0.5555555555555560,0.75,0.3478260869565220,1,0,0,0.0624913206499097
433,0.0102739726027397,0.0028979410596181,0.4444444444444440,0.5,0.717391304347826,0,0,0,0.1216497708651580
434,0.2705479452054800,0.0445862254317698,0.5555555555555560,0.5,0.9057971014492750,1,0,0,0.2028884877100400
435,0.0,0.0027577181051204,0.3333333333333330,0.75,0.7246376811594200,0,0,0,0.0640188862657964
436,0.0753424657534246,0.0437822804926499,0.6666666666666670,0.625,0.8985507246376810,0,1,0,0.2459380641577560
437,0.0650684931506849,0.0144897052980906,0.5555555555555560,0.875,0.3478260869565220,0,0,0,0.1126232467712820
438,0.0993150684931506,0.0219682628712987,0.5555555555555560,0.75,0.391304347826087,0,0,0,0.116789334814609
439,0.0650684931506849,0.0139288134801,0.4444444444444440,0.625,0.2971014492753620,0,0,0,0.0770031940008332
440,0.1575342465753420,0.0516674846339012,0.5555555555555560,0.875,0.3478260869565220,0,0,0,0.1042910706846270
441,0.2876712328767120,0.066049685666877,1.0,0.5,0.9855072463768120,0,0,0,0.7222607971115120
442,0.2431506849315070,0.0505176564070204,0.3333333333333330,0.375,0.6014492753623190,0,0,0,0.1154006388001670
443,0.1061643835616440,0.0230900465072799,0.4444444444444440,0.75,0.4202898550724640,0,0,0,0.1777530898486320
444,0.1095890410958900,0.0122554862230947,0.6666666666666670,0.5,0.9710144927536230,0,0,0,0.1910845715872800
445,0.1678082191780820,0.03482203370025,0.6666666666666670,0.5,0.8840579710144930,0,0,0,0.243160672128871
446,0.1780821917808220,0.0399869125242468,0.5555555555555560,0.5,0.6086956521739130,0,0,0,0.1285932509373700
447,0.3972602739726030,0.0710089041576106,0.5555555555555560,0.625,0.6811594202898550,1,0,0,0.2153867518400220
448,0.1679793094795430,0.0463390123629904,0.6666666666666670,0.5,0.9130434782608700,1,0,0,0.2291348423830020
449,0.0993150684931506,0.0341209189277618,0.5555555555555560,0.625,0.4710144927536230,0,0,0,0.1174836828218300
450,0.0993150684931506,0.0219682628712987,0.2222222222222220,0.75,0.5507246376811590,0,0,0,0.1181780308290520
451,0.1678082191780820,0.0204912477505901,0.5555555555555560,0.875,0.4202898550724640,0,0,0,0.1042910706846270
452,0.1404109589041100,0.3246675547453790,0.6666666666666670,0.5,0.7463768115942030,1,0,0,0.3403693931398420
453,0.1679793094795430,0.0374068101614901,0.5555555555555560,0.5,0.8985507246376810,1,0,0,0.2348284960422160
454,0.184931506849315,0.0359905583210638,0.7777777777777780,0.5,0.9855072463768120,0,0,0,0.243160672128871
455,0.1438356164383560,0.0373787655705905,0.4444444444444440,0.5,0.7536231884057970,0,0,0,0.2126093598111370
456,0.2020547945205480,0.0387950174110168,0.6666666666666670,0.625,0.7318840579710150,0,0,0,0.1952506596306070
457,0.0445205479452054,0.0152889761387272,0.4444444444444440,0.5,0.3188405797101450,0,0,0,0.0876267185113178
458,0.1679793094795430,0.2427119119399850,0.3333333333333330,0.625,0.5942028985507250,1,0,0,0.3070406887932230
459,0.1679793094795430,0.0177615742363691,0.7777777777777780,0.75,0.3840579710144930,0,0,0,0.1751145674211920
460,0.1679793094795430,0.0267124728318025,0.4444444444444440,0.375,0.5652173913043480,1,0,0,0.1042910706846270
461,0.184931506849315,0.0313351562317418,0.7777777777777780,0.5,0.9927536231884060,1,0,0,0.3173656436606030
462,0.1335616438356160,0.0275771810512047,0.6666666666666670,1.0,0.463768115942029,0,0,0,0.1667823913345370
463,0.1335616438356160,0.0326298815116034,0.4444444444444440,0.5,0.6739130434782610,1,0,0,0.0381655325649215
464,0.1815068493150690,0.0499567645890298,0.5555555555555560,0.75,0.4492753623188410,1,0,0,0.213581447021247
465,0.1335616438356160,0.0333263221856084,0.4444444444444440,0.5,0.7681159420289860,0,0,0,0.1237328148868210
466,0.1679793094795430,0.0082825025123279,0.6666666666666670,0.5,0.9565217391304350,0,0,0,0.1997500347174000
467,0.2191780821917810,0.043599990651803,0.6666666666666670,0.5,0.7101449275362320,0,0,0,0.1834467435078460
468,0.1986301369863010,0.0382341255930262,0.4444444444444440,0.75,0.5072463768115940,0,0,0,0.1549784752117760
469,0.2636986301369860,0.047339269438407,0.7777777777777780,0.5,0.9710144927536230,1,0,0,0.2987085127065690
470,0.1883561643835620,0.037350720979691,0.5555555555555560,0.5,0.8768115942028990,1,0,0,0.2112206637966950
471,0.1679793094795430,0.0258010236275678,0.7777777777777780,0.5,0.8188405797101450,1,0,0,0.2459380641577560
472,0.2431506849315070,0.0497884970436327,0.6666666666666670,0.625,0.7608695652173910,0,0,0,0.2153867518400220
473,0.047945205479452,0.0111009838977307,0.5555555555555560,0.5,0.9637681159420290,0,0,0,0.1570615192334400
474,0.3047945205479450,0.0639276449554792,0.7777777777777780,0.5,0.9710144927536230,1,0,0,0.5625607554506320
475,0.0684931506849315,0.0188366168875178,0.7777777777777780,0.5,0.927536231884058,0,0,0,0.300097208721011
476,0.2020547945205480,0.0335600271097712,0.4444444444444440,0.625,0.6594202898550730,0,0,0,0.135536731009582
477,0.184931506849315,0.0552712145644908,0.5555555555555560,0.5,0.9057971014492750,0,0,0,0.2416331065129840
478,0.2876712328767120,0.0579261025029797,0.8888888888888890,0.5,0.9710144927536230,0,0,0,0.4792389945840860
479,0.1986301369863010,0.0436420575381523,0.7777777777777780,0.5,0.9782608695652170,0,0,0,0.3639772253853630
480,0.0993150684931506,0.0216177054850545,0.3333333333333330,0.75,0.4710144927536230,0,0,0,0.0757825302041383
481,0.2636986301369860,0.0688634929537965,0.8888888888888890,0.5,0.9565217391304350,1,0,0,0.4042494098041940
482,0.1746575342465750,0.0492930426044076,0.8888888888888890,0.5,0.9492753623188410,1,0,0,0.4709068184974310
483,0.0993150684931506,0.005608918179906,0.6666666666666670,0.875,0.3115942028985510,0,0,0,0.1667823913345370
484,0.0376712328767123,0.0149571151464161,0.5555555555555560,0.5,0.9130434782608700,0,0,0,0.1792806554645190
485,0.1679793094795430,0.030185328004861,0.4444444444444440,0.75,0.6521739130434780,1,0,0,0.135536731009582
486,0.2020547945205480,0.0387950174110168,0.4444444444444440,0.75,0.5652173913043480,0,0,0,0.1556728232189970
487,0.1986301369863010,0.0420154712659795,0.4444444444444440,0.75,0.6739130434782610,0,0,0,0.1681710873489790
488,0.1678082191780820,0.0511486597022599,0.4444444444444440,0.625,0.717391304347826,1,0,0,0.1945563116233860
489,0.1335616438356160,0.0444039355909229,0.4444444444444440,0.375,0.2028985507246380,0,0,0,0.173725871406749
490,0.0,0.0010563462572156,0.3333333333333330,0.875,0.7101449275362320,0,0,0,0.0709623663380086
491,0.1679793094795430,0.0063801444296431,0.4444444444444440,0.625,0.7536231884057970,0,0,0,0.1112345507568390
492,0.1986301369863010,0.0382808665778587,0.5555555555555560,0.75,0.5,0,0,0,0.1362310790168030
493,0.2876712328767120,0.0667367781439154,0.5555555555555560,0.5,0.9710144927536230,1,0,0,0.1914803499513960
494,0.1678082191780820,0.0309939470424641,0.4444444444444440,0.625,0.6376811594202900,0,0,0,0.1667823913345370
